u,v,w,p,q,r,p_dot,q_dot,r_dot,lat,lon,alt,aileron,elevator,rudder
408.18,5.7351,107.37,-0.0021884,-0.0053093,0.0014766,-0.0067958,-0.018592,0.004807,37.826,-101.2,39901,0.1267,-3.921,-0.18883
408.16,5.7655,107.44,-0.0023238,-0.0056823,0.0015727,-0.0067515,-0.018711,0.0048061,37.826,-101.2,39900,0.1267,-3.921,-0.18883
408.14,5.7949,107.5,-0.0024584,-0.0060577,0.0016688,-0.0067067,-0.018818,0.0048047,37.826,-101.2,39900,0.1267,-3.921,-0.18883
408.13,5.8231,107.56,-0.0025921,-0.006435,0.0017649,-0.0066615,-0.018915,0.0048029,37.826,-101.2,39899,0.1267,-3.921,-0.18883
408.11,5.8502,107.61,-0.0027249,-0.0068142,0.001861,-0.006616,-0.019001,0.0048007,37.826,-101.2,39898,0.1267,-3.921,-0.18883
408.1,5.8761,107.67,-0.0028567,-0.007195,0.0019569,-0.0065701,-0.019076,0.004798,37.826,-101.2,39897,0.1267,-3.921,-0.18883
408.08,5.901,107.72,-0.0029877,-0.0075771,0.0020529,-0.006524,-0.01914,0.0047949,37.826,-101.2,39896,0.1267,-3.921,-0.18883
408.07,5.9247,107.76,-0.0031177,-0.0079605,0.0021487,-0.0064775,-0.019193,0.0047914,37.826,-101.2,39895,0.1267,-3.921,-0.18883
408.06,5.9473,107.81,-0.0032468,-0.0083448,0.0022445,-0.0064309,-0.019236,0.0047875,37.826,-101.2,39895,0.1267,-3.921,-0.18883
408.05,5.9688,107.85,-0.0033749,-0.0087298,0.0023402,-0.0063841,-0.019268,0.0047833,37.826,-101.2,39894,0.1267,-3.921,-0.18883
408.04,5.9892,107.89,-0.0035022,-0.0091154,0.0024359,-0.0063371,-0.01929,0.0047787,37.826,-101.2,39893,0.1267,-3.921,-0.18883
408.04,5.9892,107.89,-6.11E-05,-0.00015909,4.25E-05,-0.0077085,-0.017321,0.0050868,37.826,-101.2,39893,0.1267,-4.3264,-0.18883
408.01,6.0352,107.99,-0.00021483,-0.00050813,0.00014428,-0.0076623,-0.017581,0.0050898,37.826,-101.2,39892,0.1267,-4.3264,-0.18883
407.99,6.08,108.09,-0.00036761,-0.00086225,0.0002461,-0.0076153,-0.017829,0.0050921,37.826,-101.2,39891,0.1267,-4.3264,-0.18883
407.96,6.1237,108.19,-0.00051944,-0.0012212,0.00034796,-0.0075674,-0.018064,0.0050938,37.826,-101.2,39890,0.1267,-4.3264,-0.18883
407.93,6.1661,108.29,-0.0006703,-0.0015847,0.00044985,-0.0075188,-0.018288,0.0050949,37.826,-101.2,39890,0.1267,-4.3264,-0.18883
407.91,6.2074,108.38,-0.00082019,-0.0019527,0.00055176,-0.0074694,-0.0185,0.0050955,37.826,-101.2,39889,0.1267,-4.3264,-0.18883
407.88,6.2474,108.47,-0.00096908,-0.0023247,0.00065367,-0.0074194,-0.0187,0.0050955,37.826,-101.2,39888,0.1267,-4.3264,-0.18883
407.86,6.2862,108.56,-0.001117,-0.0027006,0.00075557,-0.0073688,-0.018889,0.005095,37.826,-101.2,39887,0.1267,-4.3264,-0.18883
407.84,6.3239,108.64,-0.0012638,-0.0030801,0.00085746,-0.0073177,-0.019065,0.0050939,37.826,-101.2,39886,0.1267,-4.3264,-0.18883
407.82,6.3603,108.72,-0.0014097,-0.0034631,0.00095933,-0.0072661,-0.019229,0.0050924,37.826,-101.2,39885,0.1267,-4.3264,-0.18883
407.8,6.3955,108.8,-0.0015545,-0.0038492,0.0010612,-0.0072141,-0.019381,0.0050905,37.826,-101.2,39884,0.1267,-4.3264,-0.18883
407.78,6.4296,108.87,-0.0016982,-0.0042383,0.0011629,-0.0071617,-0.019522,0.0050881,37.826,-101.2,39884,0.1267,-4.3264,-0.18883
407.76,6.4625,108.94,-0.0018409,-0.00463,0.0012647,-0.007109,-0.01965,0.0050853,37.826,-101.2,39883,0.1267,-4.3264,-0.18883
407.74,6.4941,109.01,-0.0019826,-0.0050242,0.0013664,-0.0070561,-0.019767,0.005082,37.826,-101.2,39882,0.1267,-4.3264,-0.18883
407.72,6.5246,109.07,-0.0021232,-0.0054206,0.001468,-0.007003,-0.019872,0.0050784,37.826,-101.2,39881,0.1267,-4.3264,-0.18883
407.71,6.5539,109.13,-0.0022627,-0.005819,0.0015695,-0.0069496,-0.019966,0.0050745,37.826,-101.2,39880,0.1267,-4.3264,-0.18883
407.69,6.582,109.19,-0.0024012,-0.0062192,0.0016709,-0.0068962,-0.020048,0.0050701,37.826,-101.2,39879,0.1267,-4.3264,-0.18883
407.68,6.609,109.25,-0.0025385,-0.0066208,0.0017723,-0.0068434,-0.020129,0.0050658,37.826,-101.2,39878,0.1267,-4.3264,-0.18883
407.67,6.6348,109.3,-0.0026749,-0.0070248,0.0018736,-0.0067942,-0.020264,0.0050632,37.826,-101.2,39877,0.1267,-4.3264,-0.18883
407.65,6.6593,109.34,-0.0028103,-0.0074313,0.0019748,-0.0067447,-0.020382,0.0050601,37.826,-101.2,39877,0.1267,-4.3264,-0.18883
407.64,6.6828,109.39,-0.0029447,-0.00784,0.002076,-0.006695,-0.020484,0.0050566,37.826,-101.2,39876,0.1267,-4.3264,-0.18883
407.63,6.705,109.43,-0.0030781,-0.0082505,0.0021771,-0.006645,-0.02057,0.0050526,37.826,-101.2,39875,0.1267,-4.3264,-0.18883
407.62,6.7261,109.47,-0.0032105,-0.0086627,0.0022781,-0.0065948,-0.02064,0.0050482,37.826,-101.2,39874,0.1267,-4.3264,-0.18883
407.61,6.746,109.5,-0.0033419,-0.009076,0.002379,-0.0065444,-0.020694,0.0050434,37.826,-101.2,39873,0.1267,-4.3264,-0.18883
407.61,6.7648,109.54,-0.0034723,-0.0094903,0.0024798,-0.0064938,-0.020732,0.0050382,37.826,-101.2,39872,0.1267,-4.3264,-0.18883
407.6,6.7824,109.56,-0.0036017,-0.0099052,0.0025805,-0.0064431,-0.020754,0.0050325,37.826,-101.2,39871,0.1267,-4.3264,-0.18883
407.6,6.7824,109.56,-6.29E-05,-0.00017288,4.50E-05,-0.0079194,-0.018774,0.0053577,37.826,-101.2,39871,0.1267,-4.7606,-0.18883
407.57,6.827,109.67,-0.00022075,-0.00055229,0.00015223,-0.0078697,-0.019164,0.005361,37.826,-101.2,39870,0.1267,-4.7606,-0.18883
407.55,6.8704,109.76,-0.00037764,-0.00093934,0.00025947,-0.0078191,-0.019537,0.0053636,37.826,-101.2,39869,0.1267,-4.7606,-0.18883
407.52,6.9126,109.86,-0.00053351,-0.0013337,0.00036677,-0.0077677,-0.019892,0.0053655,37.826,-101.2,39868,0.1267,-4.7606,-0.18883
407.5,6.9535,109.95,-0.00068835,-0.0017349,0.00047409,-0.0077156,-0.020229,0.0053669,37.826,-101.2,39868,0.1267,-4.7606,-0.18883
407.48,6.9931,110.04,-0.00084213,-0.0021427,0.00058144,-0.0076629,-0.020548,0.0053677,37.826,-101.2,39867,0.1267,-4.7606,-0.18883
407.45,7.0315,110.13,-0.00099486,-0.0025567,0.00068879,-0.0076096,-0.02085,0.0053679,37.826,-101.2,39866,0.1267,-4.7606,-0.18883
407.43,7.0686,110.21,-0.0011465,-0.0029766,0.00079615,-0.0075557,-0.021133,0.0053676,37.826,-101.2,39865,0.1267,-4.7606,-0.18883
407.41,7.1045,110.29,-0.0012971,-0.0034019,0.0009035,-0.0075014,-0.021398,0.0053668,37.825,-101.2,39864,0.1267,-4.7606,-0.18883
407.39,7.1391,110.37,-0.0014466,-0.0038324,0.0010108,-0.0074466,-0.021644,0.0053654,37.825,-101.2,39863,0.1267,-4.7606,-0.18883
407.37,7.1725,110.44,-0.0015949,-0.0042676,0.0011181,-0.0073915,-0.021873,0.0053636,37.825,-101.2,39862,0.1267,-4.7606,-0.18883
407.36,7.2046,110.51,-0.0017422,-0.0047072,0.0012254,-0.0073361,-0.022083,0.0053613,37.825,-101.2,39861,0.1267,-4.7606,-0.18883
407.34,7.2355,110.57,-0.0018884,-0.0051508,0.0013326,-0.0072804,-0.022275,0.0053585,37.825,-101.2,39860,0.1267,-4.7606,-0.18883
407.32,7.2651,110.64,-0.0020334,-0.005598,0.0014397,-0.0072245,-0.022448,0.0053553,37.825,-101.2,39859,0.1267,-4.7606,-0.18883
407.31,7.2935,110.69,-0.0021774,-0.0060486,0.0015468,-0.0071684,-0.022603,0.0053517,37.825,-101.2,39858,0.1267,-4.7606,-0.18883
407.3,7.3207,110.75,-0.0023202,-0.006502,0.0016538,-0.0071121,-0.022739,0.0053477,37.825,-101.2,39857,0.1267,-4.7606,-0.18883
407.28,7.3466,110.8,-0.0024619,-0.006958,0.0017607,-0.0070558,-0.022858,0.0053433,37.825,-101.2,39857,0.1267,-4.7606,-0.18883
407.27,7.3713,110.85,-0.0026024,-0.0074162,0.0018675,-0.0069995,-0.022958,0.0053384,37.825,-101.2,39856,0.1267,-4.7606,-0.18883
407.26,7.3947,110.89,-0.0027418,-0.0078762,0.0019742,-0.0069431,-0.02304,0.0053333,37.825,-101.2,39855,0.1267,-4.7606,-0.18883
407.25,7.417,110.93,-0.0028801,-0.0083377,0.0020808,-0.0068867,-0.023104,0.0053277,37.825,-101.2,39854,0.1267,-4.7606,-0.18883
407.25,7.438,110.97,-0.0030173,-0.0088003,0.0021873,-0.0068304,-0.02315,0.0053218,37.825,-101.2,39853,0.1267,-4.7606,-0.18883
407.24,7.4578,111,-0.0031533,-0.0092636,0.0022937,-0.0067742,-0.023179,0.0053156,37.825,-101.2,39852,0.1267,-4.7606,-0.18883
407.23,7.4763,111.03,-0.0032883,-0.0097273,0.0023999,-0.0067181,-0.023189,0.005309,37.825,-101.2,39851,0.1267,-4.7606,-0.18883
407.23,7.4937,111.06,-0.0034221,-0.010191,0.002506,-0.0066622,-0.023183,0.0053021,37.825,-101.2,39850,0.1267,-4.7606,-0.18883
407.23,7.5098,111.08,-0.0035548,-0.010654,0.002612,-0.0066064,-0.023158,0.0052949,37.825,-101.2,39849,0.1267,-4.7606,-0.18883
407.22,7.5248,111.1,-0.0036863,-0.011117,0.0027178,-0.0065508,-0.023117,0.0052874,37.825,-101.2,39848,0.1267,-4.7606,-0.18883
407.22,7.5248,111.1,-6.43E-05,-0.00019403,4.74E-05,-0.0081282,-0.021262,0.0056296,37.825,-101.2,39848,0.1267,-5.2229,-0.18883
407.2,7.5681,111.2,-0.0002263,-0.00062301,0.00016002,-0.0080674,-0.021632,0.0056291,37.825,-101.2,39847,0.1267,-5.2229,-0.18883
407.17,7.6101,111.3,-0.00038703,-0.0010592,0.0002726,-0.0080061,-0.021983,0.0056281,37.825,-101.2,39846,0.1267,-5.2229,-0.18883
407.15,7.6508,111.4,-0.00054654,-0.0015022,0.00038514,-0.0079443,-0.022314,0.0056265,37.825,-101.2,39845,0.1267,-5.2229,-0.18883
407.13,7.6902,111.49,-0.0007048,-0.0019516,0.00049765,-0.0078822,-0.022626,0.0056245,37.825,-101.2,39844,0.1267,-5.2229,-0.18883
407.11,7.7283,111.57,-0.00086182,-0.0024071,0.00061012,-0.0078197,-0.022918,0.0056219,37.825,-101.2,39843,0.1267,-5.2229,-0.18883
407.09,7.7651,111.66,-0.0010176,-0.0028682,0.00072253,-0.007757,-0.02319,0.0056189,37.825,-101.2,39842,0.1267,-5.2229,-0.18883
407.07,7.8005,111.74,-0.0011721,-0.0033346,0.00083487,-0.007694,-0.023442,0.0056155,37.825,-101.2,39841,0.1267,-5.2229,-0.18883
407.05,7.8347,111.81,-0.0013253,-0.0038058,0.00094714,-0.007631,-0.023675,0.0056116,37.825,-101.2,39840,0.1267,-5.2229,-0.18883
407.03,7.8676,111.89,-0.0014773,-0.0042814,0.0010593,-0.0075678,-0.023888,0.0056074,37.825,-101.2,39839,0.1267,-5.2229,-0.18883
407.01,7.8991,111.95,-0.0016281,-0.0047611,0.0011714,-0.0075046,-0.02408,0.0056027,37.825,-101.2,39838,0.1267,-5.2229,-0.18883
407,7.9294,112.02,-0.0017775,-0.0052445,0.0012834,-0.0074413,-0.024253,0.0055977,37.825,-101.2,39837,0.1267,-5.2229,-0.18883
406.98,7.9584,112.08,-0.0019257,-0.0057311,0.0013953,-0.0073782,-0.024407,0.0055924,37.825,-101.2,39836,0.1267,-5.2229,-0.18883
406.97,7.9861,112.14,-0.0020726,-0.0062206,0.0015071,-0.0073152,-0.02454,0.0055867,37.825,-101.2,39836,0.1267,-5.2229,-0.18883
406.96,8.0125,112.19,-0.0022183,-0.0067126,0.0016188,-0.0072523,-0.024654,0.0055807,37.825,-101.2,39835,0.1267,-5.2229,-0.18883
406.95,8.0376,112.24,-0.0023627,-0.0072066,0.0017304,-0.0071896,-0.024748,0.0055744,37.825,-101.2,39834,0.1267,-5.2229,-0.18883
406.94,8.0615,112.29,-0.0025059,-0.0077024,0.0018418,-0.0071271,-0.024822,0.0055678,37.825,-101.2,39833,0.1267,-5.2229,-0.18883
406.93,8.0841,112.33,-0.0026478,-0.0081994,0.0019531,-0.0070649,-0.024877,0.0055609,37.825,-101.2,39832,0.1267,-5.2229,-0.18883
406.93,8.1054,112.36,-0.0027885,-0.0086973,0.0020642,-0.007003,-0.024913,0.0055537,37.825,-101.2,39831,0.1267,-5.2229,-0.18883
406.92,8.1255,112.4,-0.0029279,-0.0091958,0.0021752,-0.0069415,-0.024929,0.0055463,37.825,-101.2,39830,0.1267,-5.2229,-0.18883
406.92,8.1442,112.43,-0.0030662,-0.0096944,0.0022861,-0.0068803,-0.024927,0.0055386,37.825,-101.2,39829,0.1267,-5.2229,-0.18883
406.91,8.1618,112.46,-0.0032032,-0.010193,0.0023968,-0.0068195,-0.024906,0.0055307,37.825,-101.2,39828,0.1267,-5.2229,-0.18883
406.91,8.178,112.48,-0.0033389,-0.01069,0.0025073,-0.0067591,-0.024866,0.0055226,37.825,-101.2,39827,0.1267,-5.2229,-0.18883
406.91,8.1931,112.5,-0.0034735,-0.011187,0.0026177,-0.0066992,-0.024807,0.0055142,37.825,-101.2,39826,0.1267,-5.2229,-0.18883
406.91,8.2068,112.51,-0.0036069,-0.011683,0.0027279,-0.0066397,-0.024731,0.0055056,37.825,-101.2,39825,0.1267,-5.2229,-0.18883
406.91,8.2194,112.52,-0.0037391,-0.012176,0.0028379,-0.0065807,-0.024636,0.0054968,37.825,-101.2,39824,0.1267,-5.2229,-0.18883
406.91,8.2194,112.52,-6.53E-05,-0.00021252,4.95E-05,-0.0082474,-0.022873,0.0058535,37.825,-101.2,39824,0.1267,-5.7132,-0.18883
406.89,8.2614,112.62,-0.0002295,-0.00067356,0.00016656,-0.0081769,-0.023228,0.0058497,37.825,-101.2,39823,0.1267,-5.7132,-0.18883
406.87,8.3021,112.72,-0.00039233,-0.0011415,0.00028352,-0.0081061,-0.023564,0.0058454,37.825,-101.2,39822,0.1267,-5.7132,-0.18883
406.84,8.3414,112.81,-0.00055375,-0.001616,0.00040038,-0.0080352,-0.023878,0.0058407,37.825,-101.2,39821,0.1267,-5.7132,-0.18883
406.82,8.3794,112.9,-0.00071374,-0.0020965,0.00051714,-0.0079642,-0.024172,0.0058356,37.825,-101.2,39820,0.1267,-5.7132,-0.18883
406.8,8.416,112.99,-0.00087232,-0.0025827,0.0006338,-0.0078932,-0.024445,0.0058301,37.825,-101.2,39818,0.1267,-5.7132,-0.18883
406.78,8.4512,113.07,-0.0010295,-0.0030741,0.00075035,-0.0078222,-0.024696,0.0058243,37.825,-101.2,39817,0.1267,-5.7132,-0.18883
406.77,8.4852,113.15,-0.0011852,-0.0035704,0.00086677,-0.0077513,-0.024927,0.0058181,37.825,-101.2,39816,0.1267,-5.7132,-0.18883
406.75,8.5177,113.22,-0.0013395,-0.0040711,0.00098307,-0.0076806,-0.025138,0.0058116,37.825,-101.2,39815,0.1267,-5.7132,-0.18883
406.73,8.549,113.29,-0.0014924,-0.0045758,0.0010992,-0.00761,-0.025327,0.0058048,37.825,-101.2,39814,0.1267,-5.7132,-0.18883
406.72,8.5789,113.36,-0.0016439,-0.005084,0.0012153,-0.0075397,-0.025495,0.0057977,37.825,-101.2,39813,0.1267,-5.7132,-0.18883
406.71,8.6075,113.42,-0.001794,-0.0055954,0.0013311,-0.0074698,-0.025642,0.0057903,37.825,-101.2,39812,0.1267,-5.7132,-0.18883
406.7,8.6348,113.48,-0.0019427,-0.0061096,0.0014469,-0.0074001,-0.025769,0.0057826,37.825,-101.2,39811,0.1267,-5.7132,-0.18883
406.68,8.6607,113.53,-0.00209,-0.0066261,0.0015624,-0.0073309,-0.025875,0.0057748,37.825,-101.2,39810,0.1267,-5.7132,-0.18883
406.68,8.6853,113.58,-0.002236,-0.0071444,0.0016779,-0.0072621,-0.02596,0.0057667,37.825,-101.2,39809,0.1267,-5.7132,-0.18883
406.67,8.7087,113.63,-0.0023805,-0.0076643,0.0017931,-0.0071939,-0.026025,0.0057584,37.825,-101.2,39808,0.1267,-5.7132,-0.18883
406.66,8.7307,113.67,-0.0025237,-0.0081853,0.0019082,-0.0071261,-0.026069,0.0057499,37.825,-101.2,39807,0.1267,-5.7132,-0.18883
406.66,8.7514,113.71,-0.0026656,-0.0087069,0.0020231,-0.0070589,-0.026093,0.0057412,37.825,-101.2,39806,0.1267,-5.7132,-0.18883
406.65,8.7708,113.74,-0.0028061,-0.0092289,0.0021378,-0.0069922,-0.026097,0.0057323,37.825,-101.2,39805,0.1267,-5.7132,-0.18883
406.65,8.7889,113.77,-0.0029453,-0.0097507,0.0022524,-0.0069262,-0.026081,0.0057233,37.825,-101.2,39804,0.1267,-5.7132,-0.18883
406.65,8.8057,113.8,-0.0030831,-0.010272,0.0023668,-0.0068608,-0.026046,0.0057141,37.825,-101.2,39803,0.1267,-5.7132,-0.18883
406.65,8.8212,113.82,-0.0032197,-0.010792,0.002481,-0.0067961,-0.025991,0.0057048,37.825,-101.2,39802,0.1267,-5.7132,-0.18883
406.65,8.8355,113.84,-0.003355,-0.011311,0.002595,-0.0067321,-0.025916,0.0056953,37.825,-101.2,39801,0.1267,-5.7132,-0.18883
406.65,8.8484,113.85,-0.003489,-0.011829,0.0027088,-0.0066688,-0.025823,0.0056857,37.825,-101.2,39800,0.1267,-5.7132,-0.18883
406.66,8.8601,113.86,-0.0036217,-0.012344,0.0028224,-0.0066061,-0.025711,0.0056759,37.825,-101.2,39799,0.1267,-5.7132,-0.18883
406.66,8.8705,113.87,-0.0037532,-0.012857,0.0029358,-0.0065443,-0.02558,0.005666,37.825,-101.2,39798,0.1267,-5.7132,-0.18883
406.66,8.8705,113.87,-6.55E-05,-0.0002244,5.12E-05,-0.0082849,-0.023807,0.0060338,37.825,-101.2,39798,0.1267,-6.2314,-0.18883
406.64,8.9113,113.97,-0.00023041,-0.00070403,0.00017185,-0.0082058,-0.024153,0.006027,37.825,-101.2,39797,0.1267,-6.2314,-0.18883
406.62,8.9507,114.06,-0.00039374,-0.0011904,0.00029232,-0.0081267,-0.024477,0.0060198,37.825,-101.2,39796,0.1267,-6.2314,-0.18883
406.6,8.9887,114.16,-0.00055548,-0.001683,0.00041264,-0.0080477,-0.024781,0.0060123,37.825,-101.2,39794,0.1267,-6.2314,-0.18883
406.58,9.0253,114.25,-0.00071565,-0.0021814,0.00053281,-0.0079689,-0.025062,0.0060045,37.825,-101.2,39793,0.1267,-6.2314,-0.18883
406.56,9.0606,114.33,-0.00087424,-0.0026853,0.00065282,-0.0078903,-0.025322,0.0059963,37.825,-101.2,39792,0.1267,-6.2314,-0.18883
406.54,9.0944,114.41,-0.0010313,-0.0031942,0.00077266,-0.007812,-0.025561,0.0059879,37.825,-101.2,39791,0.1267,-6.2314,-0.18883
406.53,9.1269,114.49,-0.0011867,-0.0037076,0.00089233,-0.0077341,-0.025778,0.0059793,37.825,-101.2,39790,0.1267,-6.2314,-0.18883
406.51,9.1581,114.56,-0.0013406,-0.0042252,0.0010118,-0.0076566,-0.025973,0.0059704,37.825,-101.2,39789,0.1267,-6.2314,-0.18883
406.5,9.1878,114.63,-0.001493,-0.0047464,0.0011311,-0.0075796,-0.026147,0.0059612,37.825,-101.2,39788,0.1267,-6.2314,-0.18883
406.49,9.2162,114.69,-0.0016438,-0.0052709,0.0012503,-0.0075031,-0.026299,0.0059519,37.825,-101.2,39787,0.1267,-6.2314,-0.18883
406.48,9.2433,114.76,-0.0017931,-0.0057982,0.0013692,-0.0074272,-0.02643,0.0059425,37.825,-101.2,39786,0.1267,-6.2314,-0.18883
406.47,9.269,114.81,-0.0019409,-0.006328,0.001488,-0.0073519,-0.026539,0.0059328,37.825,-101.2,39785,0.1267,-6.2314,-0.18883
406.46,9.2934,114.86,-0.0020872,-0.0068597,0.0016065,-0.0072773,-0.026628,0.005923,37.825,-101.2,39784,0.1267,-6.2314,-0.18883
406.45,9.3164,114.91,-0.002232,-0.0073929,0.0017249,-0.0072034,-0.026695,0.0059131,37.825,-101.2,39783,0.1267,-6.2314,-0.18883
406.44,9.3381,114.96,-0.0023753,-0.0079273,0.0018431,-0.0071302,-0.02674,0.005903,37.825,-101.2,39781,0.1267,-6.2314,-0.18883
406.44,9.3584,115,-0.0025172,-0.0084624,0.001961,-0.0070578,-0.026765,0.0058928,37.825,-101.2,39780,0.1267,-6.2314,-0.18883
406.44,9.3774,115.03,-0.0026577,-0.0089978,0.0020788,-0.0069862,-0.02677,0.0058826,37.825,-101.2,39779,0.1267,-6.2314,-0.18883
406.44,9.3952,115.06,-0.0027967,-0.0095331,0.0021963,-0.0069154,-0.026753,0.0058722,37.825,-101.2,39778,0.1267,-6.2314,-0.18883
406.44,9.4115,115.09,-0.0029343,-0.010068,0.0023137,-0.0068455,-0.026717,0.0058618,37.825,-101.2,39777,0.1267,-6.2314,-0.18883
406.44,9.4266,115.11,-0.0030705,-0.010602,0.0024308,-0.0067765,-0.02666,0.0058513,37.825,-101.2,39776,0.1267,-6.2314,-0.18883
406.44,9.4404,115.13,-0.0032053,-0.011134,0.0025477,-0.0067084,-0.026584,0.0058407,37.825,-101.2,39775,0.1267,-6.2314,-0.18883
406.44,9.4529,115.15,-0.0033388,-0.011665,0.0026644,-0.0066412,-0.026487,0.00583,37.825,-101.2,39774,0.1267,-6.2314,-0.18883
406.45,9.464,115.16,-0.003471,-0.012193,0.0027809,-0.0065749,-0.026372,0.0058193,37.825,-101.2,39773,0.1267,-6.2314,-0.18883
406.46,9.4739,115.16,-0.0036018,-0.01272,0.0028972,-0.0065096,-0.026237,0.0058086,37.825,-101.2,39771,0.1267,-6.2314,-0.18883
406.46,9.4825,115.17,-0.0037314,-0.013243,0.0030132,-0.0064452,-0.026083,0.0057978,37.825,-101.2,39770,0.1267,-6.2314,-0.18883
406.46,9.4825,115.17,-6.51E-05,-0.00023113,5.26E-05,-0.0082455,-0.024217,0.0061735,37.825,-101.2,39770,0.1267,-6.7773,-0.18883
406.44,9.5221,115.27,-0.00022917,-0.00071891,0.00017597,-0.0081587,-0.024557,0.006164,37.825,-101.2,39769,0.1267,-6.7773,-0.18883
406.42,9.5603,115.36,-0.00039148,-0.0012133,0.00029915,-0.0080722,-0.024876,0.0061541,37.825,-101.2,39768,0.1267,-6.7773,-0.18883
406.4,9.597,115.46,-0.00055206,-0.0017138,0.00042213,-0.0079861,-0.025172,0.0061441,37.825,-101.2,39767,0.1267,-6.7773,-0.18883
406.39,9.6324,115.55,-0.00071092,-0.00222,0.00054491,-0.0079004,-0.025446,0.0061338,37.825,-101.2,39766,0.1267,-6.7773,-0.18883
406.37,9.6663,115.63,-0.00086808,-0.0027315,0.00066748,-0.0078152,-0.025699,0.0061232,37.825,-101.2,39765,0.1267,-6.7773,-0.18883
406.35,9.6989,115.71,-0.0010235,-0.0032478,0.00078984,-0.0077305,-0.025929,0.0061125,37.825,-101.2,39764,0.1267,-6.7773,-0.18883
406.34,9.7301,115.79,-0.0011773,-0.0037685,0.00091198,-0.0076464,-0.026138,0.0061016,37.825,-101.2,39762,0.1267,-6.7773,-0.18883
406.33,9.7598,115.86,-0.0013294,-0.0042932,0.0010339,-0.007563,-0.026324,0.0060906,37.825,-101.2,39761,0.1267,-6.7773,-0.18883
406.32,9.7882,115.93,-0.0014798,-0.0048213,0.0011556,-0.0074803,-0.026489,0.0060794,37.825,-101.19,39760,0.1267,-6.7773,-0.18883
406.31,9.8153,115.99,-0.0016286,-0.0053526,0.0012771,-0.0073984,-0.026632,0.0060682,37.825,-101.19,39759,0.1267,-6.7773,-0.18883
406.3,9.8409,116.05,-0.0017758,-0.0058865,0.0013983,-0.0073172,-0.026753,0.0060568,37.825,-101.19,39758,0.1267,-6.7773,-0.18883
406.29,9.8652,116.11,-0.0019213,-0.0064226,0.0015193,-0.007237,-0.026852,0.0060453,37.825,-101.19,39757,0.1267,-6.7773,-0.18883
406.28,9.8882,116.16,-0.0020652,-0.0069604,0.0016401,-0.0071576,-0.02693,0.0060338,37.825,-101.19,39756,0.1267,-6.7773,-0.18883
406.28,9.9098,116.21,-0.0022076,-0.0074996,0.0017607,-0.0070792,-0.026987,0.0060222,37.825,-101.19,39754,0.1267,-6.7773,-0.18883
406.27,9.93,116.25,-0.0023484,-0.0080397,0.001881,-0.0070017,-0.027022,0.0060106,37.825,-101.19,39753,0.1267,-6.7773,-0.18883
406.27,9.9489,116.29,-0.0024877,-0.0085804,0.0020011,-0.0069253,-0.027036,0.0059989,37.825,-101.19,39752,0.1267,-6.7773,-0.18883
406.27,9.9664,116.32,-0.0026254,-0.009121,0.002121,-0.0068498,-0.027029,0.0059873,37.825,-101.19,39751,0.1267,-6.7773,-0.18883
406.27,9.9827,116.35,-0.0027617,-0.0096614,0.0022406,-0.0067755,-0.027001,0.0059756,37.825,-101.19,39750,0.1267,-6.7773,-0.18883
406.27,9.9976,116.38,-0.0028965,-0.010201,0.00236,-0.0067022,-0.026953,0.0059639,37.825,-101.19,39749,0.1267,-6.7773,-0.18883
406.28,10.011,116.4,-0.0030298,-0.010739,0.0024792,-0.00663,-0.026884,0.0059522,37.825,-101.19,39748,0.1267,-6.7773,-0.18883
406.28,10.023,116.42,-0.0031617,-0.011276,0.0025981,-0.0065589,-0.026796,0.0059406,37.825,-101.19,39746,0.1267,-6.7773,-0.18883
406.29,10.034,116.43,-0.0032921,-0.011811,0.0027168,-0.006489,-0.026687,0.0059289,37.825,-101.19,39745,0.1267,-6.7773,-0.18883
406.3,10.044,116.44,-0.0034212,-0.012344,0.0028353,-0.0064202,-0.026559,0.0059173,37.825,-101.19,39744,0.1267,-6.7773,-0.18883
406.3,10.052,116.45,-0.003549,-0.012873,0.0029535,-0.0063525,-0.026412,0.0059057,37.825,-101.19,39743,0.1267,-6.7773,-0.18883
406.32,10.059,116.45,-0.0036753,-0.0134,0.0030715,-0.006286,-0.026245,0.0058941,37.825,-101.19,39742,0.1267,-6.7773,-0.18883
406.32,10.059,116.45,-6.41E-05,-0.00023387,5.36E-05,-0.0081322,-0.024221,0.0062748,37.825,-101.19,39742,0.1267,-7.3509,-0.18883
406.3,10.098,116.55,-0.00022591,-0.00072138,0.00017901,-0.0080539,-0.024474,0.0062687,37.825,-101.19,39741,0.1267,-7.3509,-0.18883
406.28,10.135,116.65,-0.0003864,-0.0012122,0.00030439,-0.0079947,-0.024603,0.0062698,37.825,-101.19,39739,0.1267,-7.3509,-0.18883
406.26,10.17,116.74,-0.00054569,-0.0017054,0.00042979,-0.0079346,-0.02472,0.0062702,37.825,-101.19,39738,0.1267,-7.3509,-0.18883
406.24,10.204,116.83,-0.00070378,-0.0022009,0.0005552,-0.0078737,-0.024826,0.0062698,37.825,-101.19,39737,0.1267,-7.3509,-0.18883
406.23,10.237,116.91,-0.00086063,-0.0026984,0.00068058,-0.0078119,-0.024919,0.0062688,37.825,-101.19,39736,0.1267,-7.3509,-0.18883
