,traffic_density,los_freq,ready_latency,query_latency,query_timed_out,sa_correct,interbeat_interval,rx,ry,rz,eyeblink,positive,neutral,negative,los_severity,CLCD,Words_sec
886,5,0,1.97,5.74,0,1.0,718.0,-0.045,0.099,-0.131,0.215058942,0.05,0.559,0.39000002,0.0,0,3.206270039
887,5,0,1.97,5.74,0,1.0,683.0,-0.089,-0.141,-0.163,0.20070765,0.029,0.356,0.616,0.0,0,4.508346533
888,7,0,1.97,5.74,0,1.0,742.0,-0.089,-0.48,-0.121,0.268100899,0.015,0.279,0.705,0.0,0,2.448453608
889,7,0,1.97,5.74,0,1.0,687.0,-0.051,-0.12,-0.117,0.205111999,0.056,0.075,0.869,0.0,0,4.509921828
890,7,0,1.97,5.74,0,1.0,722.0,0.116,-0.097,-0.106,0.22141171,0.783,0.042,0.174,0.0,0,3.820439351
891,7,0,1.97,5.74,0,1.0,679.0,0.024,-0.21,-0.195,0.220808065,0.501,0.185,0.314,0.0,0,3.559206023
892,6,0,1.97,5.74,0,1.0,761.0,-0.15,-0.416,-0.23,0.267556207,0.24,0.079,0.68100005,0.0,0,3.713790542
893,5,0,2.1,6.81,0,2.0,785.0,0.363,-1.187,0.121,0.715523382,0.021,0.341,0.638,0.0,0,4.468718967
894,3,0,2.1,6.81,0,2.0,746.0,-0.071,-0.127,-0.121,0.267952959,0.282,0.451,0.266,0.0,0,4.044117647
895,3,0,2.1,6.81,0,2.0,765.0,-0.069,-0.179,-0.074,0.248182812,0.046,0.128,0.827,0.0,0,4.854368932
896,2,0,2.74,15.2,0,2.0,707.0,0.02,0.122,-0.251,0.205426515,0.717999995,0.043000001,0.239000008,0.0,0,3.184713376
897,2,0,2.74,15.2,0,2.0,675.0,0.099,0.045,-0.177,0.263107709,0.856999993,0.054000001,0.089000002,0.0,0,3.821899484
898,3,0,2.74,15.2,0,2.0,675.0,0.055,0.049,-0.258,0.278087931,0.082999997,0.504000008,0.412,0.0,0,4.12371134
899,4,0,2.74,15.2,0,2.0,718.0,0.052,-0.24,-0.149,0.276009092,0.007,0.097000003,0.896000028,0.0,0,4.672897196
900,4,0,2.74,15.2,0,2.0,699.0,-0.064,0.028,-0.142,0.272381323,0.078000002,0.037999999,0.884000003,0.0,0,4.060089322
901,4,0,2.74,15.2,0,2.0,667.0,0.128,0.112,-0.184,0.257330515,0.361000001,0.184,0.454999983,0.0,0,4.101722724
902,4,0,2.74,15.2,0,2.0,652.0,0.161,0.036,-0.157,0.250838704,0.76700002,0.086999997,0.145999998,0.0,0,3.915810083
903,4,0,2.74,15.2,0,2.0,652.0,-0.073,0.06,-0.181,0.272892314,0.160999998,0.224000007,0.61499995,0.0,0,3.918022905
904,4,0,2.74,15.2,0,2.0,648.0,-0.03,0.07,-0.238,0.282676091,0.112000003,0.298000008,0.589999974,0.0,0,3.624647604
905,4,0,2.74,15.2,0,2.0,648.0,-0.014,-0.273,0.126,0.246436086,0.169,0.282000005,0.548000038,0.0,0,3.341687552
906,4,0,2.74,15.2,0,2.0,648.0,-0.017,0.021,-0.188,0.283514457,0.039000001,0.035,0.925999939,0.0,0,3.841229193
907,4,0,2.74,15.2,0,2.0,628.0,0.001,-0.362,-0.108,0.281626397,0.109999999,0.056000002,0.833000004,0.0,0,2.089427497
908,4,0,2.74,15.2,0,2.0,640.0,0.124,0.082,-0.197,0.270440719,0.034000002,0.178000003,0.788999975,0.0,0,4.06591055
909,4,0,2.74,15.2,0,2.0,621.0,0.001,0.003,-0.152,0.27284045,0.009,0.115000002,0.876999974,0.0,0,3.640776699
910,4,0,2.74,15.2,0,2.0,628.0,0.025,0.054,-0.162,0.267808555,0.533999979,0.018999999,0.446999997,0.0,0,3.937007874
911,4,0,2.74,15.2,0,2.0,671.0,-0.027,0.088,-0.24,0.262242842,0.47299999,0.134000003,0.393999994,0.0,0,5.0
912,4,0,2.74,15.2,0,2.0,695.0,0.013,-0.01,-0.218,0.278020038,0.526000023,0.025,0.448999971,0.0,0,4.276114844
913,5,0,2.74,15.2,0,2.0,652.0,0.063,0.074,-0.177,0.229477689,0.841000021,0.026000001,0.133000001,0.0,0,2.631578947
914,5,0,2.74,15.2,0,2.0,625.0,0.056,0.067,-0.209,0.270551349,0.518000007,0.046,0.43599999,0.0,0,3.406627439
915,5,0,2.74,15.2,0,2.0,636.0,-0.003,-0.361,-0.15,0.293999864,0.001,0.054000001,0.944000065,0.0,0,4.268943436
916,4,0,2.74,15.2,0,2.0,609.0,0.133,-0.162,-0.163,0.247098936,0.356999993,0.129999995,0.514000058,0.0,0,3.673469388
917,4,0,2.74,15.2,0,2.0,625.0,-0.029,-0.071,-0.124,0.26859718,0.001,0.014,0.986000001,0.0,0,3.630422944
918,4,0,2.41,18.24,0,1.0,636.0,0.061,-0.279,-0.248,0.2619783,0.01,0.011,0.977999985,0.0,0,4.682013266
919,4,0,2.41,18.24,0,1.0,667.0,0.095,0.012,-0.024,0.257612492,0.625,0.021,0.354999989,0.0,0,4.269854825
920,4,0,2.41,18.24,0,1.0,640.0,0.002,0.115,-0.143,0.27777301,0.002,0.024,0.97299999,0.0,0,3.705075954
921,4,0,2.41,18.24,0,1.0,671.0,-0.019,0.112,-0.212,0.277395374,0.112000003,0.011,0.877000034,0.0,0,4.164187983
922,4,0,2.41,18.24,0,1.0,660.0,-0.008,0.097,-0.192,0.269598994,0.012,0.021,0.967000008,0.0,0,3.524672709
923,4,0,2.41,18.24,0,1.0,656.0,0.039,0.12,-0.283,0.266996457,0.034000002,0.006,0.959999979,0.0,0,3.232758621
924,4,0,2.41,18.24,0,1.0,628.0,-0.057,-0.213,-0.163,0.233663198,0.435000002,0.086999997,0.478000015,0.0,0,4.128819158
925,4,0,2.41,18.24,0,1.0,628.0,-0.22,-0.161,-0.164,0.345056499,0.030999999,0.071999997,0.898000002,0.0,0,4.291008387
926,4,0,2.41,18.24,0,1.0,656.0,0.099,0.09,-0.177,0.273922825,0.104000002,0.340999991,0.55400002,0.0,0,1.920614597
927,4,0,2.41,18.24,0,1.0,617.0,0.078,-0.134,-0.139,0.256378953,0.177000001,0.064000003,0.759000003,0.0,0,3.366373667
928,5,0,2.41,18.24,0,1.0,621.0,0.022,0.041,-0.126,0.268018284,0.079999998,0.097000003,0.824000001,0.0,0,3.660565724
929,5,0,2.41,18.24,0,1.0,621.0,-0.114,-0.213,-0.159,0.267625706,0.022,0.035999998,0.941000044,0.0,0,3.904260737
930,5,0,2.41,18.24,0,1.0,609.0,-0.013,0.056,-0.161,0.277757178,0.024,0.216999993,0.758999944,0.0,0,3.907424106
931,5,0,2.41,18.24,0,1.0,617.0,-0.022,0.002,-0.184,0.265280747,0.588999987,0.093999997,0.317000002,0.0,0,4.739336493
932,5,0,2.41,18.24,0,1.0,613.0,0.093,-0.196,-0.2,0.25146731,0.504999995,0.089000002,0.406000018,0.0,0,3.790087464
933,7,0,2.41,18.24,0,1.0,601.0,0.129,-0.167,-0.21,0.255839064,0.851999998,0.017000001,0.129999995,0.0,0,3.647586981
934,7,0,2.41,18.24,0,1.0,601.0,0.07,0.122,-0.184,0.249987363,0.81099999,0.097999997,0.092000008,0.0,0,4.568527919
935,7,0,2.41,18.24,0,1.0,628.0,-0.069,-0.034,-0.129,0.246312396,0.216000006,0.103,0.680999994,0.0,0,4.756677644
936,7,0,2.41,18.24,0,1.0,636.0,0.261,0.192,-0.176,0.243338229,0.239999995,0.363000005,0.398000002,0.0,0,0.0
937,7,0,2.41,18.24,0,1.0,613.0,0.086,0.061,-0.292,0.268523185,0.303000003,0.128000006,0.569000006,0.0,0,4.459047172
938,7,0,2.41,18.24,0,1.0,628.0,-0.018,0.131,-0.332,0.267675672,0.239999995,0.044,0.714999974,0.0,0,4.604051565
939,7,0,2.41,18.24,0,1.0,617.0,-0.042,-0.332,-0.111,0.28680537,0.057,0.021,0.922999978,0.0,0,4.073807812
940,7,0,2.41,18.24,0,1.0,578.0,0.041,-0.171,-0.12,0.273942662,0.165000007,0.015,0.819999993,0.0,0,3.364575823
941,7,0,2.41,18.24,0,1.0,605.0,-0.026,-0.383,-0.102,0.295791918,0.014,0.029999999,0.95599997,0.0,0,5.138086063
942,14,3,2.49,0.96,0,1.0,546.0,0.138,-0.842,-0.016,0.598057109,0.001,0.059999999,0.938000023,0.9,0,3.794266442
943,15,3,2.49,0.96,0,1.0,539.0,0.055,0.056,-0.14,0.206419039,0.871999979,0.017000001,0.109999999,0.9,0,3.150315032
944,15,2,2.49,0.96,0,1.0,527.0,0.11,0.121,-0.239,0.212152231,0.016000001,0.027000001,0.95599997,0.7,0,3.871966959
945,15,2,2.49,0.96,0,1.0,535.0,-0.029,-0.156,-0.166,0.217252856,0.057,0.064000003,0.879999995,1.6,0,4.061738424
946,15,2,2.49,0.96,0,1.0,527.0,0.067,-0.033,-0.117,0.191729271,0.012,0.101999998,0.885999918,1.5,0,4.263256062
947,15,2,2.49,0.96,0,1.0,531.0,0.009,0.01,-0.114,0.204392566,0.112999998,0.103,0.783999979,1.5,0,4.69043152
948,16,2,2.49,0.96,0,1.0,519.0,0.044,-0.088,-0.125,0.198953052,0.209999993,0.156000003,0.633000016,1.4,0,4.162812211
949,16,2,2.49,0.96,0,1.0,527.0,0.048,0.007,-0.115,0.199697932,0.693000019,0.078000002,0.229000002,1.2,0,4.440743825
950,15,2,2.49,0.96,0,1.0,527.0,0.032,0.016,-0.117,0.212486728,0.206,0.133000001,0.662,1.1,0,3.856942496
951,15,2,2.49,0.96,0,1.0,527.0,0.029,-0.037,-0.158,0.209499595,0.035999998,0.119999997,0.844999969,1.1,0,5.549389567
952,15,2,2.49,0.96,0,1.0,519.0,0.072,-0.278,0.105,0.206773305,0.016000001,0.310000002,0.673999965,1.1,0,3.861935795
953,15,2,2.49,0.96,0,1.0,511.0,0.039,-0.048,-0.017,0.198526261,0.046,0.221000001,0.73300004,1.1,0,4.654493376
954,15,2,2.49,0.96,0,1.0,519.0,0.033,0.009,-0.114,0.210756863,0.037,0.170000002,0.79399997,1.1,0,4.305396096
955,16,2,2.49,0.96,0,1.0,523.0,0.11,0.191,-0.134,0.213025859,0.626999974,0.075999998,0.296000004,1.1,0,5.12382579
956,16,1,2.49,0.96,0,1.0,523.0,0.011,-0.157,-0.122,0.214217679,0.518999994,0.086000003,0.394999981,0.6,0,3.892733564
957,16,1,2.49,0.96,0,1.0,535.0,0.051,-0.033,-0.135,0.205903992,0.02,0.128000006,0.851999938,0.6,0,4.862953139
958,16,1,2.49,0.96,0,1.0,535.0,0.028,-0.073,-0.109,0.209874897,0.029999999,0.028000001,0.941999972,0.6,0,3.669206887
959,17,1,2.49,0.96,0,1.0,539.0,0.021,-0.065,-0.09,0.208272099,0.005,0.011,0.984999955,0.6,0,4.439511654
960,17,1,2.49,0.96,0,1.0,546.0,0.101,-0.054,-0.15,0.189331172,0.079999998,0.086000003,0.834999979,0.6,0,5.551149881
961,17,1,2.49,0.96,0,1.0,535.0,0.009,-0.057,-0.113,0.204803414,0.017000001,0.398000002,0.584999979,0.6,0,3.890104547
962,17,1,2.49,0.96,0,1.0,535.0,0.049,-0.005,-0.102,0.201525547,0.055,0.109999999,0.834999979,0.6,0,3.892733564
963,17,2,2.49,0.96,0,1.0,527.0,0.077,0.076,-0.096,0.212134251,0.136000007,0.155000001,0.708999991,0.7,0,3.203074952
964,16,1,2.49,0.96,0,1.0,531.0,0.012,-0.069,-0.171,0.198682425,0.055,0.048999999,0.893999994,0.2,0,3.568030447
965,17,1,2.49,0.96,0,1.0,539.0,0.086,-0.334,0.172,0.280666224,0.393000007,0.104999997,0.502999961,0.2,0,4.820333041
966,17,1,2.49,0.96,0,1.0,542.0,0.082,0.06,-0.187,0.199028067,0.01,0.071000002,0.920000017,0.2,0,3.264417845
967,17,1,2.49,0.96,0,1.0,539.0,0.021,-0.046,-0.138,0.201884813,0.479999989,0.050999999,0.467999995,0.2,0,4.95049505
968,17,2,2.49,0.96,0,1.0,546.0,0.021,0.008,-0.137,0.19976246,0.086999997,0.508000016,0.405999988,0.4,0,2.93901543
969,17,2,2.49,0.96,0,1.0,550.0,0.087,-0.074,0.024,0.198108315,0.075000003,0.093999997,0.831999958,0.4,0,3.211629479
970,17,2,2.49,0.96,0,1.0,562.0,0.132,0.22,-0.025,0.204090862,0.052000001,0.075000003,0.874000013,0.4,0,3.771213074
971,18,3,2.49,0.96,0,1.0,566.0,0.013,-0.009,-0.129,0.195015281,0.007,0.211999997,0.782000005,1.3,0,0.0
972,18,3,2.49,0.96,0,1.0,546.0,0.054,0.041,-0.148,0.189519286,0.011,0.116999999,0.871999979,1.3,0,5.026704367
973,18,2,2.49,0.96,0,1.0,566.0,0.035,-0.062,-0.178,0.188703463,0.008,0.021,0.971999943,1.1,0,4.11946447
974,18,2,2.49,0.96,0,1.0,546.0,0.028,-0.29,-0.044,0.24543867,0.006,0.083999999,0.910999954,1.1,0,3.112356054
975,18,2,2.49,0.96,0,1.0,574.0,0.142,0.169,-0.128,0.182366746,0.902999997,0.029999999,0.064999998,1.1,0,4.553734062
976,2,0,2.39,31.3,0,2.0,699.0,-0.094,-0.441,-0.167,0.311859996,0.045,0.293,0.661,0.0,0,3.939745075
977,2,0,2.39,31.3,0,2.0,710.0,0.033,-0.185,-0.129,0.230872188,0.015,0.059,0.926,0.0,0,2.806361085
978,3,0,2.39,31.3,0,2.0,718.0,-0.064,-0.013,-0.149,0.233362534,0.07,0.205,0.72499996,0.0,0,3.878116343
979,3,0,2.39,31.3,0,2.0,683.0,-0.123,0.002,-0.109,0.21607804,0.239,0.228,0.533,0.0,0,3.904455673
980,3,0,2.39,31.3,0,2.0,687.0,-0.096,-0.375,-0.165,0.232565423,0.014,0.041,0.94499993,0.0,0,3.749531309
981,3,0,2.39,31.3,0,2.0,660.0,0.042,0.082,-0.148,0.211850338,0.025,0.055,0.919,0.0,0,2.287581699
982,3,0,2.39,31.3,0,2.0,656.0,-0.072,-0.436,-0.179,0.214318451,0.041,0.144,0.814,0.0,0,4.10128388
983,4,0,2.39,31.3,0,2.0,675.0,-0.024,-0.085,-0.128,0.229871648,0.002,0.722,0.276,0.0,0,3.652711436
984,4,0,2.39,31.3,0,2.0,675.0,-0.076,-0.015,-0.228,0.225450868,0.0,0.296,0.703,0.0,0,5.202913632
985,4,0,2.39,31.3,0,2.0,703.0,0.086,-0.459,-0.036,0.312087324,0.291,0.381,0.32700002,0.0,0,3.642039542
986,4,1,2.39,31.3,0,2.0,644.0,-0.059,-0.393,-0.164,0.24791702,0.024,0.75,0.22600001,0.2,0,4.050512271
987,4,1,2.39,31.3,0,2.0,664.0,-0.066,-0.149,-0.203,0.194541599,0.016,0.708,0.27600002,0.2,0,4.128217581
988,4,1,2.39,31.3,0,2.0,664.0,-0.076,-0.093,-0.151,0.227267113,0.271,0.177,0.551,0.2,0,4.163413999
989,3,1,2.39,31.3,0,2.0,703.0,-0.183,0.1,-0.141,0.208463959,0.456,0.09,0.45399997,0.2,0,4.249893753
990,3,1,2.39,31.3,0,2.0,660.0,-0.09,-0.377,-0.229,0.244727512,0.047,0.429,0.52400005,0.2,0,3.577817531
991,3,1,2.39,31.3,0,2.0,648.0,-0.048,-0.081,-0.118,0.221301477,0.003,0.108,0.89,0.2,0,4.24212759
992,3,1,2.39,31.3,0,2.0,671.0,-0.154,-0.536,-0.179,0.323421442,0.009,0.239,0.753,0.2,0,4.013220019
993,3,1,2.39,31.3,0,2.0,667.0,-0.038,-0.38,-0.121,0.257854674,0.445,0.14,0.415,0.2,0,3.844510893
994,4,1,2.39,31.3,0,2.0,687.0,0.036,-0.433,-0.152,0.235982967,0.012,0.185,0.803,0.2,0,4.76889215
995,4,1,2.39,31.3,0,2.0,679.0,0.011,-0.056,-0.051,0.213648326,0.01,0.014,0.977,0.7,0,4.135079256
996,4,1,2.39,31.3,0,2.0,671.0,0.188,0.089,-0.098,0.215867887,0.014,0.211,0.773,0.5,0,3.642384106
997,4,0,2.39,31.3,0,2.0,679.0,0.021,-0.489,-0.115,0.306814153,0.234,0.086,0.679,0.3,0,3.760969494
998,3,0,2.39,31.3,0,2.0,617.0,0.004,-0.373,-0.162,0.223203516,0.005,0.152,0.843,0.2,0,4.112149533
999,3,0,2.39,31.3,0,2.0,664.0,-0.016,0.095,-0.153,0.213992531,0.002,0.201,0.797,0.2,0,3.956043956
1000,3,0,2.39,31.3,0,2.0,648.0,0.028,-0.421,-0.128,0.218234245,0.079,0.065,0.857,0.2,0,3.383276945
1001,4,0,2.39,5.52,0,1.0,1281.0,-0.001,-0.225,0.039,0.322395016,0.223000005,0.158999994,0.617000043,0.0,0,3.96039604
1002,4,0,2.39,5.52,0,1.0,1277.0,0.16,-0.252,0.087,0.330136294,0.028000001,0.214000002,0.756999969,0.0,0,2.897990726
1003,4,0,2.39,5.52,0,1.0,1238.0,-0.168,-0.319,-0.015,0.381864671,0.017999999,0.163000003,0.819999993,0.0,0,3.49907919
1004,4,0,2.39,5.52,0,1.0,1277.0,0.119,-0.031,0.015,0.193335239,0.316000015,0.032000002,0.65200001,0.0,0,4.203643157
1005,4,0,2.39,5.52,0,1.0,1226.0,0.134,-0.277,0.046,0.190466776,0.109999999,0.211999997,0.677999973,0.0,0,3.090871626
1006,3,0,2.39,5.52,0,1.0,1250.0,0.221,-0.228,0.035,0.216186063,0.535000026,0.100000001,0.363999963,0.0,0,4.109589041
1007,3,0,2.39,5.52,0,1.0,1250.0,-0.156,-0.182,0.664,0.226083244,0.0,0.0,0.0,0.0,0,4.117108875
1008,3,0,2.39,5.52,0,1.0,1304.0,0.022,-0.069,0.057,0.119067714,0.079999998,0.068000004,0.852999926,0.0,0,3.565970453
1009,3,0,2.39,5.52,0,1.0,1230.0,0.037,-0.253,0.03,0.149961956,0.806999981,0.115000002,0.076999992,0.0,0,3.779619131
1010,4,0,1.94,4.74,0,1.0,1136.0,0.084,-0.187,0.072,0.220337789,0.409000009,0.150999993,0.439999998,0.0,0,3.37306049
1011,4,0,1.94,4.74,0,1.0,1156.0,0.249,-0.225,0.05,0.201466987,0.160999998,0.108000003,0.731000066,0.0,0,3.442953817
1012,4,0,1.94,4.74,0,1.0,1117.0,0.295,-0.283,0.069,0.307183928,0.052000001,0.032000002,0.913999915,0.0,0,3.229452608
1013,4,0,1.94,4.74,0,1.0,1097.0,0.285,-0.269,0.059,0.28950242,0.324999988,0.164000005,0.510999978,0.0,0,3.430841459
1014,5,0,1.94,4.74,0,1.0,1242.0,0.232,-0.25,0.074,0.279802755,0.082999997,0.134000003,0.781999946,0.0,0,3.632192697
1015,5,0,1.94,4.74,0,1.0,1210.0,0.145,-0.145,0.03,0.236741839,0.469999999,0.365999997,0.16399999,0.0,0,3.937007874
1016,6,0,1.94,4.74,0,1.0,1222.0,0.198,-0.232,0.079,0.298315609,0.134000003,0.535000026,0.330000013,0.0,0,3.227293684
1017,6,0,1.94,4.74,0,1.0,1222.0,0.237,-0.23,0.099,0.307253476,0.164000005,0.068000004,0.768000007,0.0,0,4.07637846
1018,6,0,1.94,4.74,0,1.0,1160.0,0.223,-0.227,0.103,0.302734583,0.017999999,0.112000003,0.870999992,0.0,0,4.35888122
1019,6,0,1.94,4.74,0,1.0,1160.0,0.166,-0.113,0.087,0.206773363,0.082999997,0.144999996,0.771000028,0.0,0,4.018485031
1020,6,0,1.94,4.74,0,1.0,1097.0,0.184,-0.219,0.067,0.295547853,0.093999997,0.136000007,0.769999981,0.0,0,3.40367597
1021,5,0,1.94,4.74,0,1.0,1113.0,0.218,-0.224,0.08,0.298001455,0.054000001,0.111000001,0.834000051,0.0,0,4.331348132
1022,5,0,1.94,4.74,0,1.0,1140.0,0.272,-0.345,0.129,0.337659634,0.128999993,0.100000001,0.769999981,0.0,0,3.98142004
1023,5,0,1.94,4.74,0,1.0,1050.0,0.149,-0.131,0.071,0.228653118,0.166999996,0.333999991,0.498999953,0.0,0,2.672605791
1024,5,0,1.94,4.74,0,1.0,1113.0,0.049,-0.128,0.064,0.104483693,0.016000001,0.021,0.963999987,0.0,0,3.54071826
1025,5,0,1.94,4.74,0,1.0,1078.0,0.181,-0.264,0.093,0.304130559,0.079000004,0.191,0.730000019,0.0,0,2.080856124
1026,5,0,1.94,4.74,0,1.0,1109.0,0.056,-0.156,0.073,0.22766157,0.075000003,0.523999989,0.401000023,0.0,0,4.697040864
1027,5,0,1.94,4.74,0,1.0,1105.0,0.018,-0.197,0.078,0.23085741,0.029999999,0.134000003,0.835999966,0.0,0,3.972194638
1028,5,0,1.94,4.74,0,1.0,957.0,0.483,-0.718,0.123,0.441792075,0.0,0.0,0.0,0.0,0,5.058168943
1029,5,0,1.94,4.74,0,1.0,1058.0,0.2,-0.718,0.139,0.382724137,0.225999996,0.296999991,0.476999998,0.0,0,3.032600455
1030,5,0,1.94,4.74,0,1.0,1062.0,0.06,-0.052,0.033,0.199688874,0.305999994,0.015,0.677999973,0.0,0,3.597122302
1031,5,0,1.94,4.74,0,1.0,1097.0,0.14,-0.212,0.035,0.225761675,0.068999998,0.245000005,0.685000002,0.0,0,2.793296089
1032,5,0,1.94,4.74,0,1.0,1132.0,0.104,-0.172,0.076,0.255436503,0.104999997,0.633000016,0.261999965,0.0,0,2.91626163
1033,5,0,2.37,5.45,0,1.0,1121.0,0.136,-0.245,0.119,0.290563966,0.039999999,0.133000001,0.826999962,0.0,0,2.326096588
1034,5,0,2.37,5.45,0,1.0,1097.0,0.148,-0.221,0.052,0.254609826,0.518999994,0.200000003,0.281000018,0.0,0,3.272727273
1035,5,0,2.37,5.45,0,1.0,1089.0,0.146,-0.251,0.071,0.26853654,0.356000006,0.111000001,0.532999992,0.0,0,4.006009014
1036,5,0,2.37,5.45,0,1.0,1070.0,0.157,-0.286,0.046,0.162045487,0.054000001,0.037999999,0.907999992,0.0,0,3.561887801
1037,5,0,2.37,5.45,0,1.0,1003.0,0.139,-0.194,0.049,0.197051968,0.023,0.284999996,0.691999972,0.0,0,3.767069534
1038,6,0,2.37,5.45,0,1.0,1085.0,0.112,-0.054,0.038,0.14475837,0.680999994,0.096000001,0.223000005,0.0,0,3.768252473
1039,6,0,2.37,5.45,0,1.0,1187.0,0.07,-0.123,0.062,0.201797273,0.041999999,0.47299999,0.484999985,0.0,0,3.180212014
1040,6,0,2.37,5.45,0,1.0,1066.0,0.214,-0.332,0.06,0.271554626,0.232999995,0.241999999,0.523999989,0.0,0,3.125
1041,6,0,2.37,5.45,0,1.0,1035.0,0.315,-0.39,0.09,0.324559498,0.017000001,0.013,0.971000016,0.0,0,2.633889377
1042,6,0,2.37,5.45,0,1.0,988.0,0.205,-0.206,0.062,0.199198057,0.008,0.055,0.937000036,0.0,0,4.221388368
1043,6,0,2.37,5.45,0,1.0,1136.0,0.169,-0.275,0.072,0.182623967,0.011,0.026000001,0.963999987,0.0,0,3.5
1044,6,0,2.37,5.45,0,1.0,1074.0,0.296,-0.382,0.091,0.365710781,0.032000002,0.088,0.879999995,0.0,0,3.851381966
1045,6,0,2.37,5.45,0,1.0,1171.0,0.159,-0.216,0.063,0.191177799,0.009,0.349000007,0.64199996,0.0,0,3.767660911
1046,6,0,2.37,5.45,0,1.0,1058.0,0.086,-0.139,0.062,0.260211237,0.509000003,0.077,0.412999988,0.0,0,3.493684493
1047,6,0,2.37,5.45,0,1.0,1023.0,0.121,-0.225,0.07,0.251626343,0.196999997,0.164000005,0.637999952,0.0,0,3.86535674
1048,6,0,2.37,5.45,0,1.0,1117.0,0.167,-0.386,0.039,0.303594697,0.028999999,0.096000001,0.87499994,0.0,0,3.862196818
1049,6,0,2.37,5.45,0,1.0,1062.0,-0.018,-0.045,0.027,0.158969058,0.186000004,0.477999985,0.335000008,0.0,0,2.756719504
1050,6,0,2.37,5.45,0,1.0,1117.0,0.145,-0.257,0.087,0.302589579,0.162,0.187000006,0.650999963,0.0,0,3.651115619
1051,6,0,2.37,5.45,0,1.0,1105.0,0.328,-0.64,-0.001,0.475669868,0.0,0.0,0.0,0.0,0,4.314259764
1052,6,0,2.37,5.45,0,1.0,1128.0,0.082,-0.168,0.039,0.141567338,0.017999999,0.061999999,0.920000017,0.0,0,4.382120947
1053,6,1,2.37,5.45,0,1.0,1152.0,0.131,-0.173,0.075,0.158390255,0.054000001,0.034000002,0.911999941,0.2,0,4.174120453
1054,7,1,2.37,5.45,0,1.0,1062.0,0.22,-0.377,0.054,0.240334,0.189999998,0.150999993,0.659000039,0.2,0,2.663115846
1055,6,1,2.37,5.45,0,1.0,992.0,0.14,-0.258,0.052,0.243910625,0.032000002,0.284000009,0.684000015,0.2,0,3.734978889
1056,6,1,2.37,5.45,0,1.0,1054.0,0.124,-0.25,0.041,0.206622788,0.024,0.127000004,0.849999964,0.2,0,3.94671929
1057,6,1,2.37,5.45,0,1.0,1019.0,0.144,-0.245,0.057,0.155965958,0.014,0.112999998,0.872999966,0.2,0,2.98705609
1058,6,1,2.37,5.45,0,1.0,1023.0,0.077,-0.206,0.055,0.218308487,0.041000001,0.074000001,0.88499999,0.2,0,3.727865797
1059,5,0,2.01,11.83,0,1.0,1066.0,0.166,-0.224,0.07,0.202729806,0.365999997,0.261000007,0.371999979,0.0,0,3.623188406
1060,5,0,2.01,11.83,0,1.0,1082.0,0.245,-0.278,0.11,0.282852835,0.451000005,0.326000005,0.223000005,0.0,0,3.792949576
1061,4,1,2.01,11.83,0,1.0,1136.0,0.224,-0.281,0.105,0.290512557,0.291999996,0.261000007,0.44599998,0.2,0,1.639502363
1062,4,1,2.01,11.83,0,1.0,1207.0,0.28,-0.292,0.148,0.307243044,0.549000025,0.224999994,0.225999996,0.2,0,3.316749585
1063,4,1,2.01,11.83,0,1.0,1136.0,0.292,-0.303,0.158,0.306425035,0.169,0.458999991,0.370999992,0.2,0,2.106002106
1064,4,1,2.01,11.83,0,1.0,1160.0,0.233,-0.263,0.125,0.266981583,0.189999998,0.022,0.787999988,0.3,0,4.312879827
1065,4,1,2.01,11.83,0,1.0,1144.0,0.235,-0.263,0.115,0.288209077,0.326999992,0.437000006,0.237000003,0.3,0,3.521126761
1066,4,1,2.01,11.83,0,1.0,1035.0,0.13,-0.217,0.066,0.206375145,0.44600001,0.071000002,0.481999964,0.3,0,4.06268137
1067,3,0,2.01,11.83,0,1.0,1054.0,0.316,-0.242,0.126,0.242715157,0.014,0.011,0.974999964,0.0,0,3.348681457
1068,3,0,2.01,11.83,0,1.0,1152.0,0.234,-0.142,0.083,0.233494936,0.097000003,0.634000003,0.267999977,0.0,0,4.769475358
1069,3,1,2.01,11.83,0,1.0,1121.0,-0.024,-0.181,0.019,0.173206866,0.308999985,0.414000005,0.27699998,0.3,0,3.409090909
1070,3,1,2.01,11.83,0,1.0,1156.0,0.462,-0.804,0.081,0.423381529,0.0,0.0,0.0,0.3,0,3.017096882
1071,3,1,2.01,11.83,0,1.0,1160.0,0.339,-0.138,0.123,0.301815565,0.150999993,0.370000005,0.477999985,0.3,0,3.743161532
1072,3,1,2.01,11.83,0,1.0,1054.0,0.195,-0.147,0.046,0.181277099,0.368999988,0.456999987,0.173999995,0.2,0,2.994908655
1073,3,1,2.01,11.83,0,1.0,1128.0,0.313,-0.223,0.091,0.307075365,0.546000004,0.055,0.398999989,0.2,0,4.79616307
1074,3,1,2.01,11.83,0,1.0,1125.0,0.204,-0.154,0.071,0.159243573,0.92900002,0.044,0.026000001,0.2,0,3.098373354
1075,3,1,2.01,11.83,0,1.0,1132.0,0.112,-0.12,0.036,0.122371112,0.254999995,0.097999997,0.647000015,0.3,0,7.11912672
1076,1,0,2.01,11.83,0,1.0,1140.0,0.246,-0.203,0.084,0.291239996,0.272000015,0.259000003,0.468999982,0.0,0,3.877400295
