,traffic_density,los_freq,ready_latency,query_latency,query_timed_out,sa_correct,interbeat_interval,rx,ry,rz,eyeblink,positive,neutral,negative,los_severity,CLCD,Words_sec
496,12,2,1.81,3.66,0,1.0,968.0,0.365,0.089,-0.216,0.312136184,0.001,0.005,0.994000018,1.1,0,4.311672313
497,12,2,1.81,3.66,0,1.0,984.0,0.486,0.607,-0.286,0.423508378,0.0,0.018999999,0.980000019,1.0,0,3.551696922
498,12,2,1.81,3.66,0,1.0,953.0,0.264,0.005,-0.171,0.278203318,0.0,0.0,0.0,0.7,0,5.196733482
499,13,1,1.81,3.66,0,1.0,980.0,0.268,0.021,-0.192,0.300802177,0.0,0.0,0.0,0.2,0,3.025366535
500,12,1,1.81,3.66,0,1.0,968.0,0.186,0.2,-0.095,0.320589543,0.0,0.0,0.0,0.2,0,4.79704797
501,12,1,1.81,3.66,0,1.0,984.0,0.323,0.091,-0.221,0.276935989,0.014,0.041999999,0.945000052,0.2,0,6.060606061
502,18,4,3.32,4.3,0,2.0,972.0,0.329,0.082,-0.181,0.306989564,0.0,0.0,0.0,2.4,0,3.202966959
503,18,5,3.32,4.3,0,2.0,964.0,0.251,-0.062,-0.105,0.210600737,0.027000001,0.079000004,0.89199996,4.1,0,4.891470498
504,18,5,3.32,4.3,0,2.0,976.0,0.401,-0.009,-0.154,0.221351817,0.109999999,0.098999999,0.790000021,3.5,0,2.581926514
505,18,5,3.32,4.3,0,2.0,992.0,0.353,0.085,-0.199,0.287932274,0.018999999,0.629999995,0.351000011,3.0,1,3.320683112
506,18,4,3.32,4.3,0,2.0,980.0,0.283,0.04,-0.133,0.290966944,0.0,0.0,0.0,2.5,0,5.376344086
507,18,6,3.32,4.3,0,2.0,980.0,0.26,-0.011,-0.122,0.284583666,0.0,0.0,0.0,3.2,0,3.598560576
508,18,6,3.32,4.3,0,2.0,957.0,0.332,-0.029,-0.167,0.310080676,0.0,0.0,0.0,4.1,0,3.464703335
509,18,6,3.32,4.3,0,2.0,964.0,0.356,0.046,-0.166,0.290956537,0.009,0.114,0.876999974,3.1,0,2.731618484
510,18,4,3.32,4.3,0,2.0,960.0,0.32,0.064,-0.155,0.307596069,0.0,0.0,0.0,2.6,0,6.124721604
511,18,4,3.32,4.3,0,2.0,949.0,0.332,0.06,-0.176,0.302361867,0.0,0.0,0.0,3.1,0,5.19630485
512,18,4,3.32,4.3,0,2.0,1031.0,0.261,-0.017,-0.101,0.287422356,0.0,0.0,0.0,2.8,0,3.89794472
513,18,4,3.32,4.3,0,2.0,1039.0,0.313,-0.002,-0.131,0.282836196,0.0,0.0,0.0,2.9,0,3.464818763
514,17,4,3.32,4.3,0,2.0,1042.0,0.281,0.004,-0.119,0.289455809,0.0,0.0,0.0,3.0,0,3.846153846
515,17,4,3.32,4.3,0,2.0,1000.0,0.357,0.086,-0.151,0.28601016,0.0,0.0,0.0,3.0,0,5.533199195
516,16,4,3.32,4.3,0,2.0,1003.0,0.244,0.065,-0.133,0.300767981,0.006,0.01,0.985000014,3.0,1,3.76344086
517,16,4,3.32,4.3,0,2.0,1039.0,0.28,0.032,-0.134,0.281310409,0.0,0.0,0.0,3.4,0,3.323108384
518,16,4,3.32,4.3,0,2.0,1046.0,0.324,0.099,-0.179,0.288893913,0.0,0.0,0.0,3.5,0,4.128440367
519,16,4,3.32,4.3,0,2.0,964.0,0.235,0.011,-0.172,0.200288955,0.0,0.07,0.92900002,3.5,0,3.958436418
520,16,4,3.32,4.3,0,2.0,1011.0,0.401,0.001,-0.104,0.288063996,0.007,0.79400003,0.199000001,3.4,0,4.961020553
521,16,4,3.32,4.3,0,2.0,1023.0,0.239,-0.034,-0.122,0.299646965,0.007,0.071999997,0.921000004,3.3,0,5.076142132
522,16,5,3.32,4.3,0,2.0,996.0,0.314,0.019,-0.128,0.306807974,0.003,0.151999995,0.844999969,3.4,0,2.942330326
523,16,4,3.32,4.3,0,2.0,988.0,0.247,-0.024,-0.1,0.274388769,0.0,0.0,0.0,3.2,0,3.773584906
524,16,4,3.32,4.3,0,2.0,1007.0,0.279,-0.069,-0.098,0.289258663,0.017000001,0.126000002,0.85799998,3.2,0,4.527162978
525,16,5,3.32,4.3,0,2.0,984.0,0.261,-0.039,-0.11,0.293943032,0.0,0.0,0.0,3.1,0,3.954974141
526,16,5,3.32,4.3,0,2.0,1015.0,0.333,-0.009,-0.118,0.294417252,0.030999999,0.064000003,0.904999912,2.7,0,4.454342984
527,16,5,3.32,4.3,0,2.0,1023.0,0.333,-0.169,-0.066,0.217705832,0.949000001,0.007,0.043999996,2.7,0,4.506940689
528,16,5,3.32,4.3,0,2.0,1027.0,0.347,-0.226,-0.2,0.198296707,0.0,0.0,0.0,4.8,0,4.754358162
529,2,0,8.28,5.53,0,2.0,750.0,0.183,0.05,-0.005,0.179546441,0.34799999,0.180000007,0.472000003,0.0,0,4.032258065
530,3,0,8.28,5.53,0,2.0,847.0,0.197,0.044,-0.088,0.163168023,0.041000001,0.147,0.812000036,0.0,0,3.390596745
531,4,0,8.28,5.53,0,2.0,718.0,0.189,0.102,-0.032,0.158107022,0.046999998,0.148000002,0.805000007,0.0,0,4.057279236
532,4,0,8.28,5.53,0,2.0,804.0,0.274,0.284,-0.137,0.233164275,0.001,0.005,0.993000031,0.0,0,2.777777778
533,4,0,8.28,5.53,0,2.0,824.0,0.146,-0.156,0.075,0.204213582,0.479000002,0.252999991,0.268000007,0.0,0,4.544239508
534,4,0,8.28,5.53,0,2.0,945.0,0.166,0.133,-0.18,0.175817447,0.079000004,0.077,0.843999982,0.0,0,3.55482636
535,4,0,8.28,5.53,0,2.0,828.0,0.186,0.153,-0.122,0.145316017,0.001,0.017999999,0.981999993,0.0,0,4.134794294
536,3,0,8.28,5.53,0,2.0,789.0,0.309,0.319,-0.222,0.349975844,0.005,0.022,0.97299999,0.0,0,4.08997955
537,3,0,8.28,5.53,0,2.0,800.0,-0.028,0.111,0.051,0.171005798,0.082000002,0.27700001,0.639999986,0.0,0,4.086636698
538,2,0,8.28,5.53,0,2.0,703.0,0.177,0.085,-0.065,0.148685536,0.018000001,0.089000002,0.893000007,0.0,0,3.256445047
539,2,0,8.28,5.53,0,2.0,789.0,0.147,-0.007,-0.047,0.161046758,0.592000008,0.101000004,0.307000011,0.0,0,3.047232098
540,2,0,8.28,5.53,0,2.0,726.0,0.017,-0.019,-0.022,0.305935161,0.022,0.149000004,0.827999949,0.0,0,3.678724709
541,2,0,8.28,5.53,0,2.0,726.0,0.311,0.303,-0.118,0.198437981,0.035,0.083999999,0.881999969,0.0,0,4.279131007
542,2,0,8.28,5.53,0,2.0,878.0,0.29,0.349,-0.154,0.231314642,0.546000004,0.231999993,0.221000001,0.0,0,2.815909891
543,3,0,2.23,4.57,0,1.0,792.0,0.158,0.132,-0.119,0.151809588,0.592000008,0.351999998,0.056000002,0.0,0,4.245157867
544,3,0,2.23,4.57,0,1.0,910.0,0.177,0.027,-0.059,0.167587439,0.119000003,0.088,0.79400003,0.0,0,2.867383513
545,4,0,2.23,4.57,0,1.0,855.0,0.245,0.243,-0.067,0.171308762,0.006,0.055,0.938999951,0.0,0,3.174603175
546,4,0,2.23,4.57,0,1.0,738.0,0.237,0.206,-0.159,0.17882202,0.136000007,0.136999995,0.726999998,0.0,0,4.148557882
547,4,0,2.23,4.57,0,1.0,800.0,0.291,0.298,-0.377,0.424656464,0.011,0.039000001,0.949000001,0.0,0,3.493629264
548,4,0,2.23,4.57,0,1.0,871.0,-0.124,-0.048,0.065,0.28078981,0.006,0.148000002,0.844999969,0.0,0,3.179190751
549,4,0,2.23,4.57,0,1.0,925.0,0.192,0.166,-0.167,0.131732304,0.947000027,0.035,0.017999999,0.0,0,3.292000439
550,4,0,2.23,4.57,0,1.0,769.0,0.21,0.195,-0.173,0.188761156,0.059999999,0.441000015,0.498999983,0.0,0,3.133704735
551,5,0,1.84,6.38,0,2.0,890.0,0.152,0.183,-0.045,0.166611535,0.022,0.134000003,0.843999982,0.0,0,2.653223667
552,5,0,1.84,6.38,0,2.0,812.0,0.267,0.229,-0.179,0.202867728,0.786000013,0.143999994,0.07,0.0,0,4.567699837
553,5,0,1.84,6.38,0,2.0,824.0,0.429,0.23,-0.057,0.271988126,0.0,0.0,0.0,0.0,0,3.902862099
554,5,0,1.84,6.38,0,2.0,828.0,0.269,0.179,-0.183,0.171376706,0.158000007,0.160999998,0.680999994,0.0,0,3.715937242
555,5,0,1.84,6.38,0,2.0,781.0,0.114,0.033,-0.131,0.264325426,0.949999988,0.046999998,0.004,0.0,0,3.022222222
556,5,0,1.84,6.38,0,2.0,820.0,1.09,0.758,-1.592,0.922211996,0.0,0.0,0.0,0.0,0,2.663115846
557,5,0,1.84,6.38,0,2.0,707.0,0.309,0.235,-0.17,0.249814883,0.381999999,0.079999998,0.537999988,0.0,0,3.01943763
558,5,0,1.84,6.38,0,2.0,738.0,0.177,0.19,0.079,0.156731205,0.209999993,0.34799999,0.442999989,0.0,0,3.429996882
559,5,0,1.84,6.38,0,2.0,730.0,0.312,0.148,-0.2,0.170154988,0.423999995,0.284000009,0.292999983,0.0,0,4.056311143
560,5,0,1.84,6.38,0,2.0,843.0,0.214,0.15,-0.11,0.15665794,0.462000012,0.150000006,0.386999995,0.0,0,3.020446097
561,5,0,1.84,6.38,0,2.0,769.0,0.288,0.223,-0.148,0.194964576,0.089000002,0.201000005,0.708000004,0.0,0,3.760683761
562,5,0,1.84,6.38,0,2.0,796.0,0.039,-0.026,0.066,0.318696529,0.055,0.681999981,0.263000011,0.0,0,3.038590094
563,5,0,1.84,6.38,0,2.0,734.0,0.303,0.169,-0.179,0.166500917,0.467000008,0.07,0.463,0.0,0,3.099361896
564,7,0,1.84,6.38,0,2.0,851.0,0.071,0.011,-0.077,0.384246427,0.118000001,0.182999998,0.699999988,0.0,0,4.056311143
565,7,0,1.84,6.38,0,2.0,746.0,-0.029,-0.157,-0.034,0.318401638,0.001,0.324999988,0.673000097,0.0,0,3.57568534
566,7,0,1.84,6.38,0,2.0,925.0,0.005,-0.033,0.094,0.3339095,0.163000003,0.25999999,0.577999949,0.0,0,2.882952143
567,7,0,1.84,6.38,0,2.0,738.0,0.316,0.133,-0.133,0.179320688,0.035999998,0.026000001,0.937999964,0.0,0,3.386004515
568,7,0,1.84,6.38,0,2.0,910.0,0.256,0.145,-0.129,0.196659163,0.250999987,0.231999993,0.51700002,0.0,0,4.233700254
569,7,0,1.84,6.38,0,2.0,761.0,0.322,0.191,-0.177,0.185604683,0.254999995,0.125,0.620000005,0.0,0,3.590664273
570,7,0,1.84,6.38,0,2.0,796.0,0.283,0.17,-0.029,0.153883064,0.0,0.023,0.976999998,0.0,0,4.938271605
571,7,1,1.84,6.38,0,2.0,839.0,-0.066,-0.128,0.069,0.426074206,0.012,0.229000002,0.758999944,0.2,0,2.830355563
572,7,1,1.98,12.39,0,1.0,847.0,0.347,0.271,-0.188,0.270403497,0.127000004,0.129999995,0.743000031,0.2,0,3.426333823
573,6,1,1.98,12.39,0,1.0,824.0,-0.001,0.048,-0.034,0.313831467,0.032000002,0.713,0.255999982,0.9,0,3.441353599
574,6,1,1.98,12.39,0,1.0,855.0,0.168,0.072,-0.075,0.165281037,0.039000001,0.142000005,0.817999959,0.7,0,4.310344828
575,6,0,1.98,12.39,0,1.0,828.0,0.252,0.146,-0.109,0.191799772,0.030999999,0.045000002,0.924000025,0.0,0,3.76899696
576,6,0,1.98,12.39,0,1.0,812.0,0.33,0.177,-0.126,0.173264567,0.023,0.126000002,0.849999964,0.0,0,2.90275762
577,6,0,1.98,12.39,0,1.0,828.0,0.22,0.075,0.009,0.19565418,0.465999991,0.210999995,0.322999984,0.0,0,3.667889296
578,6,0,1.98,12.39,0,1.0,824.0,0.246,0.199,-0.069,0.151041371,0.037,0.134000003,0.829999983,0.0,0,2.23015165
579,5,0,1.98,12.39,0,1.0,867.0,0.188,-0.066,0.063,0.2019366,0.006,0.074000001,0.920000017,0.0,0,4.35413643
580,6,0,1.98,12.39,0,1.0,859.0,0.284,0.147,-0.163,0.173239651,0.077,0.128000006,0.795000017,0.0,0,3.915662651
581,6,0,1.98,12.39,0,1.0,722.0,0.299,0.205,-0.168,0.275505646,0.085000001,0.335000008,0.579999983,0.0,0,4.677268475
582,6,0,1.98,12.39,0,1.0,703.0,0.359,0.157,-0.264,0.178051875,0.199000001,0.181999996,0.619000018,0.0,0,2.983590254
583,6,0,1.98,12.39,0,1.0,816.0,0.149,0.158,0.079,0.176186808,0.546000004,0.148000002,0.306999981,0.0,0,3.743916136
584,6,0,1.98,12.39,0,1.0,687.0,0.191,0.121,-0.007,0.163637926,0.001,0.006,0.993999958,0.0,0,3.600360036
585,6,0,1.98,12.39,0,1.0,843.0,-0.066,-0.074,0.082,0.384680934,0.433999985,0.391000003,0.175999999,0.0,0,3.555268261
586,6,0,1.98,12.39,0,1.0,789.0,-0.072,-0.066,0.143,0.367946251,0.008,0.017999999,0.973999977,0.0,0,4.340277778
587,6,0,1.98,12.39,0,1.0,710.0,0.325,0.177,-0.179,0.164608295,0.256000012,0.052999999,0.690999985,0.0,0,2.875816993
588,6,0,1.98,12.39,0,1.0,960.0,0.189,-0.107,-0.012,0.261026614,0.054000001,0.256999999,0.68900001,0.0,0,4.460303301
589,6,1,1.98,12.39,0,1.0,859.0,0.128,-0.257,0.247,0.307590546,0.003,0.30399999,0.693000019,0.2,0,3.118762475
590,6,1,1.98,12.39,0,1.0,824.0,0.361,0.132,-0.171,0.208193241,0.012,0.017000001,0.971000016,0.2,0,4.255319149
591,6,1,1.98,12.39,0,1.0,839.0,0.186,0.085,-0.093,0.165779702,0.009,0.034000002,0.957000017,0.2,0,3.440366972
592,6,1,1.98,12.39,0,1.0,746.0,0.284,0.132,-0.103,0.16554967,0.012,0.035999998,0.952999949,0.2,0,4.086398132
593,5,1,1.98,12.39,0,1.0,757.0,0.283,0.143,-0.066,0.168307948,0.104999997,0.114,0.781000018,0.2,0,3.359683794
594,5,1,1.98,12.39,0,1.0,839.0,0.3,0.194,-0.125,0.166761787,0.101000004,0.071999997,0.828000009,0.2,0,2.879769618
595,3,0,4.41,7.16,0,1.0,792.0,-0.022,-0.443,-0.093,0.291833461,0.61500001,0.150000006,0.233999997,0.0,0,4.016870858
596,4,0,1.9,3.84,0,1.0,781.0,-0.15,-0.296,0.031,0.370796159,0.02,0.795000017,0.185000002,0.0,1,3.529827038
597,4,0,1.9,3.84,0,1.0,730.0,-0.279,-0.244,-0.086,0.357484063,0.041000001,0.781000018,0.17899999,0.0,0,4.186795491
598,4,0,1.9,3.84,0,1.0,707.0,-0.061,0.051,-0.013,0.168348851,0.001,0.024,0.976000011,0.0,0,3.765060241
599,4,0,1.9,3.84,0,1.0,953.0,-0.269,-0.297,-0.058,0.353825034,0.004,0.527999997,0.467999995,0.0,0,3.905296558
600,4,0,1.9,3.84,0,1.0,1023.0,0.0,-0.037,0.117,0.355390453,0.363000005,0.294,0.342000008,0.0,0,4.596996629
601,4,0,1.9,3.84,0,1.0,832.0,-0.125,-0.29,0.029,0.342851831,0.003,0.551999986,0.444000006,0.0,0,3.395585739
602,4,0,1.9,3.84,0,1.0,718.0,0.301,0.306,-0.172,0.24749359,0.050000001,0.037,0.914000034,0.0,0,2.472799209
603,4,0,1.9,3.84,0,1.0,746.0,0.248,0.145,-0.204,0.189320384,0.068000004,0.223000005,0.708999991,0.0,1,3.622764988
604,4,0,1.9,3.84,0,1.0,738.0,0.166,-0.15,-0.025,0.234104757,0.033,0.490999997,0.476000011,0.0,0,4.464285714
605,4,0,1.9,3.84,0,1.0,730.0,0.18,0.144,-0.065,0.179880528,0.027000001,0.086999997,0.88499999,0.0,1,3.847499126
606,4,0,1.9,3.84,0,1.0,785.0,0.047,-0.287,0.166,0.362565629,0.061000001,0.456999987,0.481999964,0.0,0,2.715751358
607,4,0,1.9,3.84,0,1.0,730.0,-0.183,-0.301,-0.101,0.328997722,0.012,0.875999987,0.111000001,0.0,0,3.67965368
608,4,0,1.9,3.84,0,1.0,898.0,0.081,-0.096,-0.019,0.157639732,0.002,0.363999993,0.634000003,0.0,0,4.036908881
609,5,0,1.9,3.84,0,1.0,718.0,0.11,-0.224,0.097,0.185171073,0.017999999,0.244000003,0.736999989,0.0,0,3.964552239
610,5,0,1.9,3.84,0,1.0,980.0,-0.217,-0.253,-0.079,0.325654925,0.001,0.256999999,0.742999971,0.0,0,4.547044421
611,5,0,1.9,3.84,0,1.0,769.0,0.063,-0.15,0.002,0.171393043,0.172999993,0.552999973,0.273999989,0.0,1,3.50140056
612,5,0,1.9,3.84,0,1.0,796.0,0.31,0.303,-0.242,0.24938997,0.261000007,0.246000007,0.493000001,0.0,0,4.80653689
613,5,0,1.9,3.84,0,1.0,832.0,0.079,-0.25,0.155,0.375714414,0.004,0.49000001,0.504999995,0.0,1,3.570678429
614,6,0,1.9,3.84,0,1.0,777.0,0.191,0.129,-0.046,0.163478457,0.143000007,0.319000006,0.538999975,0.0,0,4.174694926
615,6,0,1.9,3.84,0,1.0,800.0,-0.003,-0.189,-0.017,0.25081438,0.632000029,0.187000006,0.181000009,0.0,0,3.854389722
616,6,0,1.95,16.72,0,1.0,796.0,-0.091,-0.254,0.012,0.361081661,0.016000001,0.616999984,0.36500001,0.0,0,3.249879634
617,6,0,1.95,16.72,0,1.0,710.0,0.096,-0.159,0.076,0.26156039,0.001,0.446999997,0.551999986,0.0,1,3.550677857
618,6,0,1.95,16.72,0,1.0,769.0,0.016,-0.173,0.033,0.161019531,0.02,0.819999993,0.159999996,0.0,0,4.136029412
619,7,0,1.95,16.72,0,1.0,746.0,0.312,0.327,-0.132,0.250840577,0.009,0.068999998,0.922000051,0.0,0,0.0
620,7,0,1.95,16.72,0,1.0,773.0,0.287,0.337,-0.145,0.266542417,0.282999992,0.294999987,0.421000004,0.0,0,0.0
621,8,0,1.95,16.72,0,1.0,828.0,-0.052,-0.339,-0.004,0.394692737,0.054000001,0.790000021,0.156000003,0.0,0,0.0
622,8,0,1.95,16.72,0,1.0,785.0,0.141,-0.336,0.209,0.340466624,0.109999999,0.451000005,0.43900001,0.0,0,0.0
623,8,0,1.95,16.72,0,1.0,679.0,0.142,0.256,-0.17,0.208751595,0.046999998,0.045000002,0.908999979,0.0,0,0.0
624,8,0,1.95,16.72,0,1.0,710.0,0.182,-0.079,0.451,0.380400731,0.004,0.055,0.939999998,0.0,1,3.476062569
625,8,0,1.95,16.72,0,1.0,730.0,0.255,0.212,-0.142,0.234450996,0.002,0.104999997,0.89199996,0.0,0,4.114017044
626,8,0,1.95,16.72,0,1.0,710.0,0.201,0.103,0.0,0.185670043,0.001,0.081,0.917999983,0.0,0,3.320420587
627,8,0,1.95,16.72,0,1.0,703.0,0.109,-0.097,0.056,0.190494875,0.018999999,0.898000002,0.082999997,0.0,0,4.449648712
628,8,0,1.95,16.72,0,1.0,964.0,0.299,0.316,-0.252,0.259336829,0.241999999,0.196999997,0.56099999,0.0,1,4.614549403
629,7,0,1.95,16.72,0,1.0,656.0,0.088,-0.029,0.038,0.165428547,0.001,0.741999984,0.257999986,0.0,1,2.637294446
630,7,0,1.95,16.72,0,1.0,699.0,0.28,0.295,-0.198,0.232736879,0.143000007,0.499000013,0.356999993,0.0,0,4.298302171
631,7,0,1.95,16.72,0,1.0,734.0,0.262,0.219,-0.183,0.248751376,0.011,0.231000006,0.759000003,0.0,0,4.509582864
632,6,0,1.95,16.72,0,1.0,679.0,0.143,-0.05,0.038,0.223471497,0.024,0.75999999,0.215000004,0.0,0,4.566210046
633,6,0,1.95,16.72,0,1.0,835.0,0.009,0.003,-0.065,0.179598743,0.187000006,0.523999989,0.287999988,0.0,0,2.66844563
634,10,0,3.02,4.23,0,1.0,585.0,0.214,0.026,-0.168,0.176261536,0.004,0.597000003,0.398999989,0.0,0,4.057187017
635,10,0,3.02,4.23,0,1.0,613.0,0.237,-0.162,-0.002,0.188114593,0.030999999,0.127000004,0.842000008,0.0,0,5.036807439
636,10,0,3.02,4.23,0,1.0,578.0,0.245,-0.216,0.022,0.227377773,0.003,0.097999997,0.898999929,0.0,1,3.692441355
637,10,0,3.02,4.23,0,1.0,597.0,0.361,0.093,-0.128,0.199779453,0.001,0.493999988,0.504000008,0.0,0,4.048582996
638,10,0,3.02,4.23,0,1.0,574.0,0.199,-0.306,0.171,0.251172097,0.012,0.232999995,0.754000008,0.0,0,2.897562638
639,10,0,3.02,4.23,0,1.0,613.0,0.167,-0.008,-0.005,0.156583871,0.001,0.209000006,0.788999975,0.0,0,3.351687814
640,11,0,3.02,4.23,0,1.0,613.0,0.152,-0.053,-0.103,0.160073353,0.014,0.588999987,0.397000015,0.0,0,2.467105263
641,12,0,3.02,4.23,0,1.0,601.0,0.165,-0.038,-0.164,0.169193647,0.061999999,0.430999994,0.504999995,0.0,1,4.112149533
642,12,0,3.02,4.23,0,1.0,617.0,0.046,-0.162,0.29,0.278573156,0.0,0.0,0.0,0.0,0,3.708281829
643,12,0,3.02,4.23,0,1.0,605.0,0.299,0.246,-0.248,0.286978919,0.015,0.275000006,0.708000004,0.0,0,3.475513428
644,12,0,3.02,4.23,0,1.0,593.0,0.139,0.126,-0.166,0.186570104,0.194999993,0.393000007,0.411000013,0.0,0,2.951096121
645,12,0,3.02,4.23,0,1.0,625.0,0.15,-0.317,0.319,0.234768189,0.006,0.028999999,0.964999974,0.0,0,3.432739755
646,12,0,3.02,4.23,0,1.0,667.0,0.209,-0.116,-0.053,0.152004494,0.037,0.31099999,0.65200001,0.0,0,4.103671706
647,11,0,3.02,4.23,0,1.0,570.0,0.208,-0.063,-0.114,0.182550861,0.090999998,0.228,0.682000041,0.0,0,2.915451895
648,11,0,3.02,4.23,0,1.0,574.0,0.21,-0.129,-0.08,0.189504765,0.308999985,0.5,0.191,0.0,0,3.343922421
649,11,0,3.02,4.23,0,1.0,558.0,0.023,-0.207,0.006,0.21595557,0.024,0.425999999,0.549000025,0.0,0,3.994673768
650,12,0,3.02,4.23,0,1.0,542.0,0.197,0.165,-0.181,0.200950576,0.021,0.349000007,0.629999995,0.0,0,2.292526364
651,12,1,3.02,4.23,0,1.0,519.0,0.29,0.163,-0.155,0.293951541,0.008,0.068999998,0.923000038,0.0,1,4.298764105
652,12,1,3.02,4.23,0,1.0,531.0,0.313,0.037,-0.098,0.181720514,0.002,0.112999998,0.88499999,0.0,1,3.474635163
653,11,1,3.02,4.23,0,1.0,523.0,0.216,-0.002,-0.145,0.194912061,0.122000001,0.606999993,0.270999998,0.0,0,3.517895381
654,11,1,3.02,4.23,0,1.0,539.0,0.212,-0.071,-0.021,0.325905165,0.006,0.034000002,0.958999991,0.0,0,4.223459397
655,11,1,3.02,4.23,0,1.0,531.0,0.193,-0.029,-0.162,0.210418177,0.064000003,0.442000002,0.494000018,0.0,0,3.093846683
656,11,1,3.02,4.23,0,1.0,554.0,0.099,-0.07,-0.128,0.200751789,0.094999999,0.057999998,0.847000003,0.0,1,3.9543058
657,12,1,3.02,4.23,0,1.0,546.0,0.202,0.015,-0.212,0.183162972,0.279000014,0.333999991,0.387999982,0.0,1,3.239646266
658,12,1,3.02,4.23,0,1.0,523.0,0.249,0.064,-0.102,0.226347233,0.011,0.55400002,0.435000002,0.0,0,2.930289944
659,12,1,3.02,4.23,0,1.0,562.0,0.296,0.194,-0.169,0.288189237,0.504000008,0.275000006,0.221000001,1.3,1,3.919007185
660,12,1,3.02,4.23,0,1.0,527.0,0.059,-0.492,0.01,0.216373919,0.018999999,0.228,0.751999974,1.2,1,3.926096998
661,12,1,3.02,4.23,0,1.0,519.0,0.214,-0.019,-0.071,0.172823968,0.003,0.439999998,0.556999981,1.1,0,5.063765941
662,12,1,3.02,4.23,0,1.0,589.0,0.213,-0.021,-0.056,0.191183682,0.009,0.409000009,0.582000017,0.9,0,4.678362573
663,17,2,44.73,3.5,0,1.0,558.0,0.245,0.007,-0.084,0.209307333,0.005,0.792999983,0.201999992,1.4,0,3.281378179
664,16,2,44.73,3.5,0,1.0,546.0,0.221,-0.087,-0.012,0.197643367,0.01,0.660000026,0.328999996,1.3,0,2.715378919
665,16,2,44.73,3.5,0,1.0,542.0,0.218,0.024,-0.133,0.173161627,0.003,0.437000006,0.560000002,1.2,0,3.791708797
666,16,1,44.73,3.5,0,1.0,550.0,0.298,-0.017,-0.116,0.166858869,0.192000002,0.150999993,0.656000018,0.8,0,2.916302129
667,15,1,44.73,3.5,0,1.0,550.0,0.196,0.02,-0.095,0.156489383,0.003,0.119000003,0.876999974,0.8,0,3.162737205
668,15,1,44.73,3.5,0,1.0,609.0,0.145,-0.159,0.027,0.214375977,0.043000001,0.799000025,0.157999992,0.8,0,4.291845494
669,15,1,44.73,3.5,0,1.0,554.0,0.239,0.038,-0.172,0.223277815,0.389999986,0.474999994,0.136000007,0.9,0,3.721541156
670,15,1,44.73,3.5,0,1.0,554.0,0.2,0.059,-0.116,0.241491384,0.001,0.223000005,0.776000023,1.0,0,2.33826968
671,15,1,44.73,3.5,0,1.0,546.0,0.254,-0.083,0.002,0.205869368,0.064000003,0.462000012,0.472000003,1.1,0,2.433747972
672,15,1,44.73,3.5,0,1.0,597.0,0.143,-0.076,0.028,0.169580671,0.028999999,0.862999976,0.107999995,1.3,0,2.825856588
673,14,2,44.73,3.5,0,1.0,535.0,0.247,-0.017,-0.043,0.183192227,0.017999999,0.421000004,0.56099999,0.4,0,2.700756212
674,12,2,44.73,3.5,0,1.0,625.0,0.222,-0.003,-0.062,0.180666288,0.046999998,0.745999992,0.207000002,1.5,0,3.079807177
675,12,2,44.73,3.5,0,1.0,578.0,0.324,0.041,-0.075,0.240208697,0.698000014,0.097999997,0.202999994,1.4,0,4.163512491
676,12,2,44.73,3.5,0,1.0,566.0,0.15,-0.146,0.015,0.158532311,0.013,0.954999983,0.031999998,1.7,0,2.688172043
677,12,2,44.73,3.5,0,1.0,691.0,0.096,-0.024,-0.098,0.156697348,0.430999994,0.254000008,0.314999998,1.3,0,3.846153846
678,12,1,44.73,3.5,0,1.0,609.0,0.255,-0.067,0.03,0.161942766,0.008,0.067000002,0.923999965,0.6,0,3.912734171
679,12,0,44.73,3.5,0,1.0,597.0,0.293,0.051,-0.18,0.226950618,0.045000002,0.291999996,0.662999988,0.0,0,3.65497076
680,12,0,44.73,3.5,0,1.0,558.0,0.178,-0.152,0.053,0.134281794,0.001,0.602999985,0.394999981,0.0,0,3.258390355
681,12,0,44.73,3.5,0,1.0,546.0,0.155,-0.018,-0.03,0.196926042,0.011,0.377000004,0.613999963,0.0,0,3.520300399
682,12,0,44.73,3.5,0,1.0,605.0,0.142,-0.04,-0.094,0.14814348,0.001,0.048,0.950999975,0.0,0,3.325272068
683,12,0,44.73,3.5,0,1.0,585.0,0.122,-0.025,-0.111,0.184575016,0.001,0.207000002,0.791999996,0.0,0,4.580852038
684,12,0,44.73,3.5,0,1.0,597.0,0.206,0.016,-0.17,0.232546309,0.057999998,0.172000006,0.769999981,0.0,0,3.64298725
685,11,0,44.73,3.5,0,1.0,562.0,0.225,0.028,-0.092,0.250642931,0.001,0.395999998,0.601999998,0.0,0,2.909619931
686,10,0,44.73,3.5,0,1.0,601.0,0.166,-0.08,0.032,0.174366589,0.044,0.560000002,0.395000011,0.0,1,3.994113937
687,10,0,44.73,3.5,0,1.0,593.0,0.147,-0.075,-0.153,0.133731796,0.013,0.130999997,0.855999947,0.0,0,3.395061728
688,10,0,44.73,3.5,0,1.0,582.0,0.18,-0.14,0.009,0.189241042,0.017999999,0.185000002,0.796000004,0.0,0,2.81888654
689,10,0,44.73,3.5,0,1.0,636.0,0.214,-0.103,0.04,0.183407653,0.02,0.211999997,0.768000007,0.0,0,2.871912694
