Ss,condtn,at_sec,traffic_density,los_freq,los_dur_over5min,cum_los_dur,query,ready_latency,ready_latency_adj,query_latency,response_index,ready_timed_out,query_timed_out,stimuli,response_text,sa_correct,wl_rating,interbeat_interval,condtn_num,rx,ry,rz,eyeblink,negative,neutral,positive
1,baseline,0,1,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,baseline,5,1,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,NA,1,0,0,0,0,0,0,0
1,baseline,10,1,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,585,1,0.262433333,0.230591667,-0.039241667,0.25425,0.8,0.1,0.1
1,baseline,15,1,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,871,1,0.248066667,0.146753333,-0.020133333,0.5318,0.285714286,0.428571429,0.285714286
1,baseline,20,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,894,1,0.24792,0.179926667,-0.06644,0.087133333,0.90625,0.09375,0
1,baseline,25,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,953,1,0.299366667,0.160546667,-0.053866667,0.549066667,0.833333333,0.166666667,0
1,baseline,30,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,792,1,0.302933333,0.35618,-0.193333333,0.412266667,0,0,0
1,baseline,35,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,789,1,0.377386667,0.464686667,-0.313606667,0.3894,0,0,0
1,baseline,40,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,753,1,0.231273333,0.24568,-0.123813333,0.428466667,0.818181818,0.090909091,0.090909091
1,baseline,45,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,894,1,0.106973333,0.079973333,-0.029626667,0.3018,0.533333333,0.2,0.266666667
1,baseline,50,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,906,1,0.25276,0.039693333,0.095546667,0.6784,0.613445378,0.18487395,0.201680672
1,baseline,55,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,820,1,0.222286667,0.104993333,0.000873333,0.599266667,0.718309859,0.281690141,0
1,baseline,60,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,824,1,0.267346667,-0.147913333,0.102326667,0.0604,0.75,0,0.25
1,baseline,65,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,824,1,0.046553333,-0.705386667,0.5884,0.156733333,0.846153846,0.153846154,0
1,baseline,70,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,792,1,0.527833333,-0.315553333,0.978413333,0.159,0.823529412,0.058823529,0.117647059
1,baseline,75,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,761,1,0.25156,0.214433333,-0.06828,0.2208,0.8,0,0.2
1,baseline,80,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,898,1,0.029333333,-0.162806667,0.076833333,0.8404,0.5,0.5,0
1,baseline,85,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,839,1,-0.09092,-0.364146667,0.003333333,0.3768,0,0,0
1,baseline,90,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,828,1,0.039846667,-0.136773333,-0.042786667,0.384533333,0.666666667,0.333333333,0
1,baseline,95,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,835,1,0.267653333,0.3147,-0.167453333,0.264466667,1,0,0
1,baseline,100,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,835,1,0.135326667,0.402353333,-0.10292,0.678933333,0.5,0.5,0
1,baseline,105,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,816,1,0.240653333,0.236126667,-0.112053333,0.545533333,0.333333333,0,0.666666667
1,baseline,110,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,781,1,0.26104,0.415073333,-0.15042,0.345666667,0.75,0.25,0
1,baseline,115,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,796,1,0.28398,0.202206667,-0.1609,0.389333333,0.96875,0.03125,0
1,baseline,120,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,832,1,0.252913333,0.135493333,-0.097333333,0.179666667,0.912087912,0.087912088,0
1,baseline,125,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,816,1,0.053266667,0.069146667,-0.05898,0.387066667,0,0,0
1,baseline,130,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,835,1,0.245026667,0.0862,-0.044986667,0.222933333,0.666666667,0.333333333,0
1,baseline,135,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,808,1,0.295793333,0.065473333,-0.031453333,0.1612,1,0,0
1,baseline,140,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,824,1,0.25102,0.186653333,-0.129306667,0.2664,1,0,0
1,baseline,145,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,761,1,0.274886667,0.2304,-0.15782,0.022133333,1,0,0
1,baseline,150,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,789,1,0.12732,0.192646667,-0.10158,0.8026,0.84,0.12,0.04
1,baseline,155,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,859,1,0.25176,-0.066813333,0.00462,0.919533333,0,0,0
1,baseline,160,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,757,1,0.217726667,-0.059646667,0.006146667,0.89,1,0,0
1,baseline,165,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,792,1,0.25672,0.0923,-0.032493333,0.369533333,0.866666667,0.133333333,0
1,baseline,170,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,894,1,0.235026667,0.176366667,-0.107513333,0.030466667,0.965517241,0.034482759,0
1,baseline,175,2,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,816,1,-0.135106667,0.179113333,0.010026667,0.098733333,0,1,0
1,baseline,180,3,0,0,0,WL,2.07,2.07,1.47,1,0,0,Rate your workload,1,NA,1,843,1,0.173946667,0.162573333,-0.04764,0.155666667,0,1,0
1,baseline,185,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,832,1,0.190906667,0.189606667,-0.061506667,0.984,0.833333333,0.166666667,0
1,baseline,190,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,820,1,0.22172,0.420846667,-0.102786667,0.090933333,1,0,0
1,baseline,195,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,777,1,0.26336,0.165713333,-0.097346667,0.011466667,1,0,0
1,baseline,200,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,824,1,0.284033333,0.1869,-0.1241,0.1768,0.666666667,0,0.333333333
1,baseline,205,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,820,1,0.284073333,0.14914,-0.104253333,0.0238,0,0,1
1,baseline,210,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,828,1,0.291473333,0.1178,-0.05142,0.076133333,0.666666667,0,0.333333333
1,baseline,215,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,792,1,0.310946667,0.16554,-0.104166667,0.380933333,1,0,0
1,baseline,220,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,800,1,0.262833333,0.350866667,-0.200473333,0.586266667,0,0,0
1,baseline,225,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,792,1,0.26666,0.287633333,-0.186893333,0.601,0.84,0.12,0.04
1,baseline,230,4,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,839,1,0.124373333,0.174906667,-0.093993333,0.214133333,0.888888889,0.111111111,0
1,baseline,235,4,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,839,1,0.0281,0.1569,-0.01326,0.029,0.9,0.1,0
1,baseline,240,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,781,1,0.12528,0.19166,-0.060446667,0.070333333,1,0,0
1,baseline,245,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,792,1,0.277233333,0.203673333,-0.107066667,0.269,0.918918919,0,0.081081081
1,baseline,250,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,777,1,0.27672,0.172606667,-0.12372,0.239,1,0,0
1,baseline,255,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,789,1,0.312273333,0.2277,-0.156193333,0.2672,0,0,0
1,baseline,260,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,761,1,0.285473333,0.220026667,-0.1738,0.058333333,0,0,0
1,baseline,265,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,761,1,0.241126667,0.241266667,-0.183793333,0.1136,0.8,0,0.2
1,baseline,270,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,785,1,0.258246667,0.190353333,-0.143253333,0.063133333,0.788732394,0.098591549,0.112676056
1,baseline,275,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,792,1,0.27832,0.264166667,-0.171226667,0.278066667,1,0,0
1,baseline,280,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,761,1,0.23286,0.319026667,-0.203106667,0.373266667,1,0,0
1,baseline,285,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,765,1,0.150126667,0.28022,-0.12142,0.4292,0.666666667,0.333333333,0
1,baseline,290,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,757,1,0.13214,0.2544,-0.19226,0.0002,1,0,0
1,baseline,295,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,789,1,0.161153333,0.234406667,-0.14132,0.32,0.730769231,0.269230769,0
1,baseline,300,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,761,1,0.10818,0.285453333,-0.1885,0,0.838709677,0.161290323,0
1,baseline,305,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,808,1,0.18556,0.150526667,-0.10586,0.3896,1,0,0
1,baseline,310,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,796,1,-0.031373333,-0.012326667,-0.020853333,0.628066667,0.928571429,0.071428571,0
1,baseline,315,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,765,1,0.248513333,0.026306667,-0.010233333,0.718933333,0.705882353,0.294117647,0
1,baseline,320,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,832,1,0.26446,0.238293333,-0.116726667,0.019333333,1,0,0
1,baseline,325,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,816,1,-0.22064,0.165373333,-0.04078,0.087533333,0.75,0.25,0
1,baseline,330,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,738,1,0.195193333,0.188966667,-0.07676,0.387266667,0.875,0.125,0
1,baseline,335,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,773,1,0.277213333,0.165733333,-0.105113333,0.158533333,0.75,0.25,0
1,baseline,340,3,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,777,1,0.275713333,0.19722,-0.161606667,0.098733333,0.833333333,0,0.166666667
1,baseline,345,2,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,789,1,0.248326667,0.177233333,-0.115746667,0.513733333,0.769230769,0.230769231,0
1,baseline,350,2,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,769,1,0.2347,0.198813333,-0.119133333,0.419266667,0.782608696,0.217391304,0
1,baseline,355,2,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,839,1,-0.12338,0.142606667,0.111786667,0.240666667,1,0,0
1,baseline,360,2,0,0,0,SA,5.4,5.4,2.81,2,0,0,What is the weight class of the most recent handoff you accepted?,lrg,1,NA,847,1,0.073806667,0.126246667,0.03704,0.390533333,0.342105263,0.657894737,0
1,baseline,365,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,781,1,0.159733333,0.284086667,-0.13422,0.800466667,1,0,0
1,baseline,370,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,789,1,0.248773333,0.35634,-0.155153333,0.314,0.5,0,0.5
1,baseline,375,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,781,1,0.276106667,0.55788,-0.070806667,0.085066667,0,0,0
1,baseline,380,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,777,1,0.296986667,0.252533333,-0.10826,0.115,1,0,0
1,baseline,385,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,789,1,0.234646667,0.22546,-0.12462,0,0,0,0
1,baseline,390,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,843,1,0.222693333,0.126946667,-0.0892,0.343066667,0.666666667,0.333333333,0
1,baseline,395,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,796,1,0.127506667,-0.01146,-0.000593333,0.564466667,0.961538462,0.038461538,0
1,baseline,400,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,761,1,0.27966,0.221713333,-0.078993333,0.0016,0,0,0
1,baseline,405,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,804,1,0.227673333,0.221953333,-0.0629,0.115666667,0,0,0
1,baseline,410,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,750,1,0.272013333,0.238773333,-0.09644,0.020333333,0,0,0
1,baseline,415,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,785,1,0.236293333,0.303733333,-0.156973333,0.109533333,0,0,0
1,baseline,420,2,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,757,1,0.087786667,0.342686667,-0.166073333,0.141933333,0,0,0
1,baseline,425,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,726,1,0.263386667,0.31208,-0.158173333,0.017666667,1,0,0
1,baseline,430,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,878,1,0.313053333,0.222986667,-0.14606,0.102666667,1,0,0
1,baseline,435,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,785,1,0.275506667,0.136046667,-0.108753333,0.163866667,0.904761905,0.095238095,0
1,baseline,440,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,710,1,0.269266667,0.141753333,-0.06898,0.310933333,1,0,0
1,baseline,445,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,777,1,0.291486667,0.22692,-0.12052,0.030666667,0,0,0
1,baseline,450,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,757,1,0.300426667,0.213593333,-0.168366667,0.125533333,0,0,0
1,baseline,455,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,734,1,0.302273333,0.212686667,-0.156453333,0.16,0,0,0
1,baseline,460,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,753,1,0.314726667,0.207686667,-0.15826,0.019133333,0,0,0
1,baseline,465,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,734,1,0.286286667,0.187926667,-0.129766667,0.0208,0,0,0
1,baseline,470,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,722,1,0.277646667,0.2161,-0.152,0.145533333,0,0,0
1,baseline,475,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,804,1,0.2789,0.237186667,-0.17014,0.153866667,0,0,0
1,baseline,480,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,781,1,0.25356,0.213513333,-0.181526667,0,0,0,0
1,baseline,485,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,792,1,0.266906667,0.2237,-0.135393333,0.0602,0,0,0
1,baseline,490,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,839,1,0.273866667,0.223906667,-0.159773333,0.117133333,0,0,0
1,baseline,495,4,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,863,1,0.27848,0.235593333,-0.180213333,0,0,0,0
1,baseline,500,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,843,1,0.279233333,0.231,-0.175246667,0.011666667,0,0,0
1,baseline,505,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,843,1,0.272466667,0.273886667,-0.159473333,0.148466667,0,0,0
1,baseline,510,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,839,1,0.184813333,0.232453333,-0.084813333,0.657666667,0,0,0
1,baseline,515,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,886,1,0.27254,0.233066667,-0.13146,0.004533333,0,0,0
1,baseline,520,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,921,1,0.236873333,0.247693333,-0.145153333,0.0434,0,0,0
1,baseline,525,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,816,1,0.259506667,0.10006,-0.102446667,0.395733333,0.9,0.066666667,0.033333333
1,baseline,530,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,792,1,0.247126667,0.197333333,-0.09556,0.216133333,1,0,0
1,baseline,535,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,792,1,0.275666667,0.230413333,-0.108306667,0.008,0,0,0
1,baseline,540,3,0,0,0,SA,2.1,2.1,6.61,2,0,0,What company aircraft is arriving on the SUNSS8?,HAL,2,NA,824,1,0.11392,0.23712,-0.049926667,0.149466667,1,0,0
1,baseline,545,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,769,1,0.244073333,0.1585,-0.093106667,0.428266667,0.885714286,0.114285714,0
1,baseline,550,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,765,1,0.231793333,0.367006667,-0.099526667,0.479533333,0,0,0
1,baseline,555,2,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,824,1,0.248093333,0.701626667,-0.034553333,0,0,0,0
1,baseline,560,2,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,792,1,0.28688,0.404453333,-0.08408,0.1764,0,0,0
1,baseline,565,2,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,757,1,0.2882,0.216473333,-0.129293333,0.117,0,0,0
1,baseline,570,2,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,816,1,0.324,0.339053333,-0.16872,0.393066667,0,0,0
1,baseline,575,2,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,761,1,0.316333333,0.269033333,-0.12874,0.0058,0,0,0
1,baseline,580,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,777,1,0.250426667,0.21846,-0.165833333,0.0006,0,0,0
1,baseline,585,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,792,1,0.275926667,0.308433333,-0.181573333,0.070866667,0,0,0
1,baseline,590,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,792,1,0.33836,0.285886667,-0.201093333,0,0,0,0
1,baseline,595,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,785,1,0.313513333,0.285513333,-0.14238,0,0,0,0
1,baseline,600,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,882,1,0.279306667,0.221466667,-0.180333333,0.073533333,0,0,0
1,baseline,605,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,894,1,0.266186667,0.252346667,-0.121333333,0.020066667,0,0,0
1,baseline,610,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,746,1,0.281566667,0.247466667,-0.138346667,0.0244,0,0,0
1,baseline,615,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,792,1,0.31044,0.36476,-0.219393333,0.0276,0,0,0
1,baseline,620,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,835,1,0.282613333,0.2281,-0.144633333,0.017066667,0,0,0
1,baseline,625,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,875,1,0.29438,0.259526667,-0.1572,0.019666667,0,0,0
1,baseline,630,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,750,1,0.272633333,0.259193333,-0.113986667,0.187466667,0,0,0
1,baseline,635,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,808,1,0.27348,0.313586667,-0.093313333,0.002133333,0,0,0
1,baseline,640,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,773,1,0.26652,0.291626667,-0.10558,0.1356,0,0,0
1,baseline,645,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,769,1,0.23712,0.2184,-0.082793333,0.142333333,1,0,0
1,baseline,650,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,777,1,0.247246667,0.269546667,-0.124713333,0.140733333,0,0,0
1,baseline,655,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,757,1,0.295413333,0.273086667,-0.144066667,0,0,0,0
1,baseline,660,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,730,1,0.250226667,0.24416,-0.121566667,0.0676,1,0,0
1,baseline,665,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,742,1,0.251493333,0.127806667,-0.055493333,0.412066667,0.870967742,0.129032258,0
1,baseline,670,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,746,1,0.264493333,0.032273333,-0.027773333,0.924666667,0.776785714,0.223214286,0
1,baseline,675,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,742,1,0.23826,0.044066667,-0.044713333,0.920733333,0.9125,0.075,0.0125
1,baseline,680,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,816,1,0.274886667,0.216106667,-0.09384,0.158066667,0,0,0
1,baseline,685,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,878,1,0.02522,0.185866667,-0.048433333,0.706466667,0.923076923,0,0.076923077
1,baseline,690,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,800,1,0.143293333,0.22818,-0.16888,0.056933333,0,0,0
1,baseline,695,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,863,1,0.18996,0.135886667,-0.097453333,0.658666667,0.444444444,0,0.555555556
1,baseline,700,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,730,1,0.263446667,0.23748,-0.134853333,0,1,0,0
1,baseline,705,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,800,1,0.260753333,0.22202,-0.065266667,0.122666667,0,0,0
1,baseline,710,3,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,718,1,0.295306667,0.269446667,-0.149673333,0.028866667,0,0,0
1,baseline,715,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,828,1,0.31832,0.349466667,-0.2158,0.3096,0.5,0.5,0
1,baseline,720,4,0,0,0,WL,1.73,1.73,2.94,6,0,0,Rate your workload,6,NA,6,808,1,0.2687,0.359006667,-0.174806667,0.6376,0,0,1
1,baseline,725,4,0,0,0,SA,2.73,2.73,3.94,5,0,0,How many total aircraft are in your airspace?,>8,1,NA,820,1,0.266086667,0.239206667,-0.161533333,0.004,0,0,0
